ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Topic_Match
40.0,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",True
40.0,Off,especially when going for a shower as the room is opposite some apartments that have a clear view into the room!,,,,False
40.0,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"there was no net curtain or blind so one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room",True
41.0,Facility,,,Positive,have something like nuts / chips available to buy on arrival.,False
41.0,Food,,,Negative,"the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",False
41.0,Food,very nice breakfast.,Positive,Positive,very nice breakfast.,True
41.0,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,False
41.0,Location,,,Positive,"A good location 5 mins away from the airport by car, 5 mins walk to the beach.",False
41.0,Off,I would just flag that ahead of time in the welcome email to those arriving from the UK (most early afternoon flights land after 23:00) and have something like nuts / chips available to buy on arrival.,,,,False
41.0,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,True
41.0,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff.,True
42.0,Room,clean,Positive,,,False
42.0,Room,,,"Positive, Negative",The room is enough big. But the room was a little bit dirty.,False
42.0,Staff,"hospitality, ",Positive,,,False
43.0,Room,clean spacious practical,Positive,Positive,clean spacious practical,True
45.0,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,Positive,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",True
45.0,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,Negative,"There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway, but next to no departures in the morning, so not a problem",True
45.0,Location,The beach is about 5 minutes walk away.,Positive,Positive,The beach is about 5 minutes walk away.,True
45.0,Off,"but next to no departures in the morning, so not a problem",Positive,,,False
45.0,Price,,,Positive,very reasonably priced,False
45.0,Room,"Recently updated, everything was me and clean.",Positive,Positive,"Recently updated, everything was me and clean.",True
46.0,Price,Great value for money,Positive,Positive,Great value for money,True
47.0,Price,Good value for money.,Positive,Positive,Good value for money.,True
47.0,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,very helpful staff who organised a taxi to collect us in the morning.,True
48.0,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable rooms,True
48.0,Staff,lovely owner,Positive,Positive,lovely owner,True
49.0,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,True
49.0,Price,Great value for money.,Positive,Positive,Great value for money.,True
49.0,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,The 2 rooms were big enough for a family of 5.,True
50.0,Location,Great little hotel close to airport,Positive,Positive,close to airport,True
50.0,Off,,,Positive,Great little hotel,False
50.0,Room,Not very Soundproof,Negative,Negative,Not very Soundproof,True
52.0,Booking-issue,,,Positive,Everything was good.,False
52.0,Check-in,,,Positive,Everything was good.,False
52.0,Check-out,,,Positive,Everything was good.,False
52.0,Facility,,,Positive,Everything was good.,False
52.0,Food,,,Positive,Everything was good.,False
52.0,Location,,,Positive,Everything was good.,False
52.0,Off,Everything was good. Nothing,Positive,,,False
52.0,Price,,,Positive,Everything was good.,False
52.0,Room,,,Positive,Everything was good.,False
52.0,Staff,,,Positive,Everything was good.,False
52.0,Taxi-issue,,,Positive,Everything was good.,False
53.0,Facility,"nice, renovated hotel",Positive,Positive,"nice, renovated hotel",True
53.0,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,True
53.0,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,close to the airport and Mackenzie Beach,True
53.0,Room,comfortable bed,Positive,Positive,comfortable bed,True
54.0,Room,Very nice and clean room.,Positive,Positive,Very nice and clean room.,True
55.0,Location,Good for airport transfers,Positive,Positive,Good for airport transfers,True
55.0,Room,A lot of mosquitos,Negative,Negative,A lot of mosquitos,True
56.0,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,it would’ve been great if breakfast started at 7 rather than 8,True
56.0,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport., a lot of guests book here for its prime location near the airport",True
56.0,Off,"but that’s just a suggestion, everything was perfect for one nights stay.",Positive,,,False
56.0,Price,,,Positive,everything was perfect for one nights stay,False
56.0,Room,beds are extremely comfortable ,Positive,Positive,beds are extremely comfortable,True
56.0,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality from the staff,True
57.0,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",True
57.0,Off,We will definitely stay here again when we come back to Larnaca.,Positive,Positive,We will definitely stay here again when we come back to Larnaca.,True
57.0,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable room.",True
57.0,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful.,True
57.0,Taxi-issue,,,Positive,They ordered a taxi for us to get to the airport very early in the morning.,False
58.0,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,False
58.0,Location,"Close to the airport, ",Positive,Positive,Close to the airport,True
58.0,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes.,True
58.0,Staff,the staff were nice and helpful.,Positive,Positive,the staff were nice and helpful.,True
59.0,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,Also very easy to check-in if you arrive late at night,True
59.0,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,Close to airport so very convenient for overnight stay.,True
60.0,Check-in,clear instructions left access to our room made easy ,Positive,Positive,Arrived in the early hours clear instructions left access to our room made easy 😊,True
60.0,Off,Arrived in the early hours ,,,,False
61.0,Food,Excellent range of food offered,Positive,Positive,Excellent range of food offered,True
61.0,Off,no issues for overnight stay,Positive,,,False
61.0,Room,,,Positive,no issues for overnight stay,False
61.0,Staff,good service.,Positive,Positive,good service.,True
62.0,Food,Restaurant on site,Positive,Positive,Restaurant on site,True
62.0,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach.",True
62.0,Off,We liked La Veranda,Positive,Positive,We liked La Veranda,True
62.0,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",True
62.0,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip. In room mini bar+ tea/ coffee Clean modern bathroom. Good AC., how comfortable the regular beds were.",True
62.0,Staff,Caring and helpful host.,Positive,Positive,Caring and helpful host.,True
63.0,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,False
63.0,Off,I cannot find a single negative point…which is unusual. Having spent 45 years travelling as part of work I am perhaps over critical.,Positive,Positive,I cannot find a single negative point…which is unusual. Having spent 45 years travelling as part of work I am perhaps over critical.,True
63.0,Price,Exceptional value .,Positive,Positive,Exceptional value.,True
63.0,Room,,,Positive,It’s been renovated to a exceptionally high standard and it really is well up to 4* standard.,False
64.0,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice.",True
64.0,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,"the hotel is really close to the airport, so you can hear all the noise from the planes.",True
64.0,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",True
64.0,Off,"We arrived late and were super hungry, so we decided to eat in the place at the ground floor. ",,,,False
64.0,Room,"The room was new and clean, ",Positive,Positive,The room was new and clean.,True
64.0,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,True
67.0,Off,nothing so far,,,,False
67.0,Staff,friendly staff,Positive,Positive,friendly staff,True
68.0,Price,"good value, ",Positive,Positive,good value,True
68.0,Room,clean,Positive,Positive,clean,True
68.0,Staff,Friendly,Positive,Positive,Friendly,True
70.0,Facility,Peaceful and clean ,Positive,,,False
70.0,Off,,,Positive,Peaceful and clean,False
70.0,Off,Nothing,,,,False
70.0,Room,Peaceful and clean ,Positive,,,False
70.0,Staff,friendly helpful staff,Positive,Positive,friendly helpful staff,True
71.0,Check-in,Got very clear instructions how to get access to our room. ,Positive,,,False
71.0,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,there is no shop or pharmacy in the area,True
71.0,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot., overall, we are extremely satisfied",True
71.0,Off,,,Off,but the accommodation cannot do anything about this,False
71.0,Off,"We arrived after midnight. but the accommodation cannot do anything about this. overall, we are extremely satisfied.",Positive,,,False
71.0,Room,,,Positive,Got very clear instructions how to get access to our room.,False
71.0,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,True
72.0,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,Positive,I received very clear instructions how to enter the hotel and access my room.,True
72.0,Off,I arrived late. ,,,,False
73.0,Room,wonderful room.,Positive,Positive,wonderful room.,True
73.0,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always.,True
74.0,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,there is a restaurant in the hotel with delicious food.,True
74.0,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",True
74.0,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"very clean and cozy ones, with comfortable beds.",True
74.0,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,True
75.0,Room,Disappointed we didn't have a balcony,Negative,Negative,we didn't have a balcony,True
76.0,Facility,Feels new and clean ,Positive,,,False
76.0,Location,perfect location nearby the beach,Positive,Positive,perfect location nearby the beach,True
76.0,Room,Feels new and clean ,Positive,Positive,Feels new and clean,True
77.0,Off,All went amazing! we’d love to stay longer,Positive,Positive,"we’d love to stay longer 🥲, All went amazing!",True
77.0,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist.,True
78.0,Off,nothing,,,,False
78.0,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room, big bathroom",True
78.0,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff.,True
79.0,Booking-issue,,,Positive,All good,False
79.0,Check-in,,,Positive,All good,False
79.0,Check-out,,,Positive,All good,False
79.0,Facility,,,Positive,All good,False
79.0,Food,,,Positive,All good,False
79.0,Location,,,Positive,All good,False
79.0,Off,All good,Positive,Positive,All good,True
79.0,Price,,,Positive,All good,False
79.0,Room,New clean setup,Positive,Positive,"All good, New clean setup",True
79.0,Staff,friendly helpful staff,Positive,Positive,"All good, friendly helpful staff",True
79.0,Taxi-issue,,,Positive,All good,False
80.0,Facility,It is a new hotel. Everything was clean. ,Positive,Positive,It is a new hotel. Everything was clean.,True
80.0,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,It was delicious and inexpensive.,True
80.0,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,Mc Kenzie Beach within walking distance.,True
80.0,Price,,,Positive,It was delicious and inexpensive.,False
81.0,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,Negative,No 24 hour reception so not easy to access entry at odd hours.,True
81.0,Location,Close to the airport ,Positive,Positive,Close to the airport,True
81.0,Room,clean spacious rooms.,Positive,Positive,clean spacious rooms.,True
82.0,Location, great location,Positive,Positive,great location,True
82.0,Room," super clean 
 modern ",Positive,Positive,"super clean, modern",True
82.0,Staff,Amazing staff ,Positive,Positive,Amazing staff,True
83.0,Location,The location was a little bit far from the centre.,Negative,Negative,The location was a little bit far from the centre.,True
83.0,Room,Room was clean and comfortable.,Positive,Positive,Room was clean and comfortable.,True
83.0,Staff,Staff was very nice and friendly.,Positive,Positive,Stuff was very nice and friendly.,True
86.0,Food, Breakfast was excellent.,Positive,Positive,Breakfast was excellent.,True
86.0,Off,,,Positive,Lovely little hotel,False
86.0,Staff,,,Positive,very friendly staff.,False
87.0,Food,nice restaurant.,Positive,Positive,nice restaurant,True
87.0,Staff,Super friendly staff,Positive,Positive,Super friendly staff,True
88.0,Facility,Clean comfortable little hotel.,Positive,,,False
88.0,Location,Good location and easily reached from the airport.,Positive,Positive,Good location and easily reached from the airport.,True
88.0,Off,Nothing. It was perfect for my stay.,,,,False
88.0,Room,,,Positive,"It was perfect for my stay., Clean comfortable little hotel.",False
88.0,Staff,Lovely friendly staff.,Positive,Positive,Lovely friendly staff.,True
89.0,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,Positive,instructions for access were sent in advance and absolutely perfect.,True
89.0,Off,"We had a horrible 4am arrival, ",Negative,Negative,We had a horrible 4am arrival.,True
89.0,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,Positive,"In a clean, comfortable bed within minutes of arrival.",True
90.0,Facility,parking not always easy,Negative,Negative,parking not always easy,True
90.0,Location,,,Positive,position,False
90.0,Off,"position, staff",Positive,,,False
90.0,Room,very clean,Positive,Positive,very clean,True
90.0,Staff,,,Positive,staff,False
91.0,Location,Close to Larnaca airport. ,Positive,Positive,Close to Larnaca airport.,True
91.0,Room, Very nice rooms that were very clean. ,Positive,Positive,Very nice rooms that were very clean.,True
91.0,Staff," helpful, friendly staff.",Positive,Positive,"helpful, friendly staff.",True
92.0,Check-in,"we did late night check in, that was super easy and comfortable",Positive,Positive,"we did late night check in, that was super easy and comfortable",True
92.0,Room,it was a bit badly soundproofed,Negative,Negative,it was a bit badly soundproofed,True
94.0,Facility,modern facility ,Positive,Positive,modern facility,True
