ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Cosine_Similarity,IsCorrect
14,Location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,Positive,Positive,close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,0.9126615246645812,True
14,Room,You can hear the airplanes coming and leaving from the airport all the time,Negative,,,0.0,False
14,Staff,The receptionist didn't speak English properly,Negative,Negative,The receptionist didn't speak English properly,1.0000000000000002,True
15,Location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,Negative,Negative,it is a bit on the edge of Larnaca,0.7011737090028761,True
15,Location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",Positive,Positive,"it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach., with frequent busses to the centre.",0.763334409462103,True
15,Staff,The staff make it ,Positive,Positive,The staff make it - particularly reception and the dining room.,0.5631590564430322,False
16,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,Positive,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",1.0,True
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,Positive,"I liked the rooms- they are spacious, clean, the window view is nice too.",1.0,True
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,Our room had a balcony with great view of the sea and surrounding area.,1.0000000000000002,True
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,1.0000000000000002,True
19,Location,Close to airport,Positive,Positive,Close to airport,1.0000000000000002,True
20,Location,,,Positive,location,0.0,False
20,Room,clean,Positive,Positive,clean,1.0,True
20,Staff,friendly stuff,Positive,Positive,friendly stuff,1.0000000000000002,True
22,Facility,,,Positive,The restaurant area is nice,0.0,False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,Negative,"Ordered pizza one night and was not great, too stodgy",1.0000000000000002,True
22,Food,The restaurant area is nice ,Positive,,,0.0,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,Negative,"although might have needed another set of drawers if there were two of us., Fridge could have been put on beforehand so it was cold, the shower took a while to get hot, had to have a cold shower one morning as i needed to get out early.",0.8462773647964827,True
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,Positive,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things..., When you left it running for around 5 mins it got warm and was a good shower.",0.8330546121407232,True
22,Staff,the staff very accomodating.,Positive,Positive,the staff very accomodating.,1.0000000000000002,True
23,Room,the beds were very comfortable,Positive,Positive,the beds were very comfortable,1.0,True
24,Room,I loved the mattress!!!,Positive,Positive,I loved the mattress!!!,1.0000000000000002,True
25,Room,Clean and quiet,Positive,Positive,Clean and quiet,1.0,True
26,Facility,,,Positive,There is a great restaurant inside,0.0,False
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,Positive,the food is good,0.4784120480823005,False
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,Positive,The hotel is 5 minutes from the beach and the location is also near the lake.,1.0000000000000002,True
26,Price,,,Positive,not to pricey.,0.0,False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,Positive,The rooms are a good size and are laid out very well with a good size bathroom The room also has a great sized balcony to take a tea/coffee and chill,1.0000000000000004,True
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,Positive,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing,1.0000000000000002,True
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,Positive,perfect for overnight stay before flying from Larnaca Airport.,1.0,True
27,Room,"so comfortable, clean",Positive,Positive,"so comfortable, clean",1.0000000000000002,True
27,Staff,friendly staff,Positive,Positive,friendly staff.,1.0,True
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,1.0,True
28,Staff,Staff is very polite and caring. ,Positive,Positive,Staff is very polite and caring.,1.0000000000000002,True
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,Great location for restaurants. Great location for a short drive to the airport.,1.0,True
30,Room,The room was spotless.,Positive,Positive,The room was spotless.,1.0000000000000002,True
30,Staff,Staff were lovely. Service was great.,Positive,Positive,Staff were lovely. Service was great.,1.0000000000000004,True
31,Facility,,,Positive,Great restaurant beneath the hotel,0.0,False
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,Positive,food excellent,0.4180161235942602,False
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,Positive,Very close to Mackenzy beach & Larnaca airport.,1.0,True
31,Price,,,Positive,reasonably priced.,0.0,False
31,Room,"Clean, comfortable,",Positive,Positive,"Clean, comfortable",1.0,True
31,Staff,friendly staff.,Positive,Positive,friendly staff.,1.0,True
32,Room,The bed was great. Rooms clean. ,Positive,Positive,The bed was great. Rooms clean.,1.0,True
32,Staff,Staff were so kind.,Positive,Positive,Staff were so kind.,1.0,True
34,Location,,,Positive,location,0.0,False
34,Price,value for money ,Positive,Positive,value for money,1.0000000000000002,True
34,Room,more hooks on walls for towels etc.,Negative,Negative,more hooks on walls for towels etc.,1.0000000000000002,True
34,Staff,welcoming ,Positive,Positive,welcoming,1.0,True
35,Facility,,,Negative,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",0.0,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,,,0.0,False
36,Check-in,,,Positive,The receptionist on check in was very good and explained the information very clearly to us.,0.0,False
36,Facility,,,Negative,"there was no opening and closing times of the bar on display., not showing opening times.",0.0,False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,,,0.0,False
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,"his food was excellent, he had passion and it showed in his presentation.",0.9177520203254361,True
36,Location,"we were surprised at the location in a small side street,",Negative,Negative,surprised at the location in a small side street,0.9309752446069197,True
36,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,it was only a 10-minute walk to the sea front.,0.9515276822938993,True
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,Negative,The room was smaller than I expected,0.55515006842994,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,"they were very clean, and the bed was really comfortable.",0.7017708844044982,True
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,Positive,The receptionist on check in was very good and explained the information very clearly to us. The chef was very polite,0.9112303645567288,True
38,Room,great rooms - nice and cool,Positive,Positive,great rooms - nice and cool,1.0000000000000002,True
39,Room,It was really clean and spacious,Positive,Positive,It was really clean and spacious,1.0000000000000002,True
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",1.0000000000000002,True
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"there was no net curtain or blind so one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room!",0.6688878872230999,False
41,Food,,,Negative,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards. I would just flag that ahead of time in the welcome email to those arriving from the UK (most early afternoon flights land after 23:00) and have something like nuts / chips available to buy on arrival.",0.0,False
41,Food,very nice breakfast.,Positive,Positive,very nice breakfast.,1.0,True
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,0.0,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 lins away from the airport by car, 5 mins walk to the beach.",1.0,True
41,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,1.0000000000000002,True
41,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff.,1.0000000000000002,True
42,Room,clean,Positive,Positive,clean,1.0,True
42,Staff,"hospitality, ",Positive,Positive,hospitality,1.0,True
43,Room,clean spacious practical,Positive,Positive,clean spacious practical,1.0000000000000002,True
45,Facility,,,Positive,"Recently updated, everything was me and clean.",0.0,False
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,Positive,Restaurant was a surprise hit: good food,0.5249351112950854,False
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,Negative,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,1.0000000000000002,True
45,Location,The beach is about 5 minutes walk away.,Positive,Positive,"The beach is about 5 minutes walk away., next to no departures in the morning, so not a problem",0.6159861698348137,False
45,Price,,,Positive,very reasonably priced,0.0,False
45,Room,"Recently updated, everything was me and clean.",Positive,,,0.0,False
46,Price,Great value for money,Positive,Positive,Great value for money,1.0000000000000002,True
47,Price,Good value for money.,Positive,Positive,Good value for money.,1.0000000000000002,True
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,very helpful staff who organised a taxi to collect us in the morning.,1.0000000000000004,True
48,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable rooms,1.0000000000000002,True
48,Staff,lovely owner,Positive,Positive,lovely owner,1.0000000000000002,True
49,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,0.9999999999999997,True
49,Price,Great value for money.,Positive,Positive,Great value for money.,1.0000000000000002,True
49,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,The 2 rooms were big enough for a family of 5.,1.0000000000000002,True
50,Facility,,,Positive,Great little hotel,0.0,False
50,Location,Great little hotel close to airport,Positive,Positive,close to airport,0.591301002055991,False
50,Room,Not very Soundproof,Negative,Negative,Not very Soundproof,1.0,True
53,Facility,"nice, renovated hotel",Positive,Positive,"nice, renovated hotel",1.0,True
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,1.0000000000000002,True
53,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,close to the airport and Mackenzie Beach,1.0000000000000002,True
53,Room,comfortable bed,Positive,Positive,comfortable bed,1.0,True
54,Room,Very nice and clean room.,Positive,Positive,Very nice and clean room.,1.0,True
55,Location,Good for airport transfers,Positive,Positive,Good for airport transfers,1.0000000000000002,True
55,Room,A lot of mosquitos,Negative,Negative,A lot of mosquitos,1.0,True
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,it would’ve been great if breakfast started at 7 rather than 8.,1.0000000000000002,True
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport., prime location near the airport",0.8077365104328563,True
56,Room,beds are extremely comfortable ,Positive,Positive,beds are extremely comfortable,1.0000000000000002,True
56,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality from the staff.,1.0,True
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",1.0,True
57,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable room.",1.0,True
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful.,0.40644876257985474,False
57,Taxi-issue,,,Positive,They ordered a taxi for us to get to the airport very early in the morning.,0.0,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,0.0,False
58,Location,"Close to the airport, ",Positive,Positive,Close to the airport,1.0,True
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes.,1.0,True
58,Staff,the staff were nice and helpful.,Positive,Positive,the staff were nice and helpful.,1.0,True
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,very easy to check-in if you arrive late at night,0.9502447905800976,True
59,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,Close to airport so very convenient for overnight stay.,1.0,True
60,Check-in,clear instructions left access to our room made easy ,Positive,Positive,Arrived in the early hours clear instructions left access to our room made easy 😊,0.8254317035879893,True
61,Food,Excellent range of food offered,Positive,Positive,Excellent range of food offered,1.0000000000000004,True
61,Staff,good service.,Positive,Positive,good service.,1.0,True
62,Facility,,,Positive,Restaurant on site,0.0,False
62,Food,Restaurant on site,Positive,,,0.0,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach.",1.0,True
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,a folding bed which could have been better,0.6225870146751384,False
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip. In room mini bar+ tea/ coffee Clean modern bathroom. Good AC., how comfortable the regular beds were.",0.9186111700216686,True
62,Staff,Caring and helpful host.,Positive,Positive,Caring and helpful host.,1.0,True
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,Positive,It’s been renovated to a exceptionally high standard and it really is well up to 4* standard.,0.9960643955816995,True
63,Price,Exceptional value .,Positive,Positive,Exceptional value .,1.0,True
64,Check-in,,,Positive,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,0.0,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,pizza which was really nice.,0.5707841411524497,False
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,"the hotel is really close to the airport, so you can hear all the noise from the planes.",0.6949746368395657,False
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,"close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",0.9404990798479719,True
64,Room,"The room was new and clean, ",Positive,Positive,"The room was new and clean,",1.0000000000000002,True
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice.",0.06417736236691837,False
67,Staff,friendly staff,Positive,Positive,friendly staff,1.0,True
68,Price,"good value, ",Positive,Positive,good value,1.0,True
68,Room,clean,Positive,Positive,clean,1.0,True
68,Staff,Friendly,Positive,Positive,Friendly,1.0,True
70,Facility,Peaceful and clean ,Positive,,,0.0,False
70,Room,Peaceful and clean ,Positive,Positive,Peaceful and clean,1.0,True
70,Staff,friendly helpful staff,Positive,Positive,friendly helpful staff,1.0,True
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,Positive,Got very clear instructions how to get access to our room.,1.0,True
71,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,there is no shop or pharmacy in the area,1.0000000000000002,True
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",1.0,True
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,1.0000000000000002,True
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,Positive,I arrived late. I received very clear instructions how to enter the hotel and access my room.,0.9084249104466917,True
73,Room,wonderful room.,Positive,Positive,wonderful room.,1.0000000000000002,True
73,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always.,1.0000000000000002,True
74,Facility,,,Positive,"lots of parking places around, as well. there is a restaurant in the hotel",0.0,False
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,delicious food.,0.46829504196046406,False
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent",0.7581872986437768,True
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"very clean and cozy ones, with comfortable beds.",0.811813141836358,True
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,1.0000000000000002,True
75,Room,Disappointed we didn't have a balcony,Negative,Negative,didn't have a balcony,0.7772284949065634,True
76,Facility,Feels new and clean ,Positive,Positive,Feels new and clean,1.0,True
76,Location,perfect location nearby the beach,Positive,Positive,perfect location nearby the beach 🏖,1.0000000000000002,True
76,Room,Feels new and clean ,Positive,,,0.0,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist.,1.0,True
78,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room, big bathroom",1.0,True
78,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff.,1.0000000000000004,True
79,Facility,,,Positive,New clean setup,0.0,False
79,Room,New clean setup,Positive,,,0.0,False
79,Staff,friendly helpful staff,Positive,Positive,friendly helpful staff,1.0,True
80,Facility,It is a new hotel. Everything was clean. ,Positive,Positive,It is a new hotel. Everything was clean.,1.0000000000000002,True
80,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,It was delicious,0.49589262528124733,False
80,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,Mc Kenzie Beach within walking distance.,1.0000000000000002,True
80,Price,,,Positive,inexpensive.,0.0,False
81,Check-in,,,Negative,not easy to access entry at odd hours.,0.0,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,Negative,No 24 hour reception,0.5854699784115298,False
81,Location,Close to the airport ,Positive,Positive,Close to the airport,1.0,True
81,Room,clean spacious rooms.,Positive,Positive,clean spacious rooms.,1.0,True
82,Location, great location,Positive,Positive,great location,1.0,True
82,Room," super clean 
 modern ",Positive,Positive,super clean modern,1.0,True
82,Staff,Amazing staff ,Positive,Positive,Amazing staff,1.0,True
83,Location,The location was a little bit far from the centre.,Negative,Negative,The location was a little bit far from the centre.,1.0000000000000002,True
83,Room,Room was clean and comfortable.,Positive,Positive,Room was clean and comfortable.,1.0000000000000002,True
83,Staff,Staff was very nice and friendly.,Positive,Positive,Stuff was very nice and friendly.,0.6635483913552549,False
86,Facility,,,Positive,Lovely little hotel,0.0,False
86,Food, Breakfast was excellent.,Positive,Positive,Breakfast was excellent.,1.0,True
86,Staff,,,Positive,very friendly staff.,0.0,False
87,Food,nice restaurant.,Positive,Positive,nice restaurant.,1.0000000000000002,True
87,Staff,Super friendly staff,Positive,Positive,Super friendly staff,1.0000000000000002,True
88,Facility,Clean comfortable little hotel.,Positive,Positive,Clean comfortable little hotel.,1.0,True
88,Location,Good location and easily reached from the airport.,Positive,Positive,Good location and easily reached from the airport.,1.0,True
88,Staff,Lovely friendly staff.,Positive,Positive,Lovely friendly staff.,1.0000000000000002,True
89,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,Positive,instructions for access were sent in advance and absolutely perfect.,0.9999999999999999,True
89,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,Positive,"In a clean, comfortable bed within minutes of arrival.",1.0000000000000002,True
90,Facility,parking not always easy,Negative,Negative,parking not always easy,1.0,True
90,Location,,,Positive,position,0.0,False
90,Room,very clean,Positive,Positive,very clean,1.0,True
90,Staff,,,Positive,staff,0.0,False
91,Location,Close to Larnaca airport. ,Positive,Positive,Close to Larnaca airport.,1.0,True
91,Room, Very nice rooms that were very clean. ,Positive,Positive,Very nice rooms that were very clean.,1.0000000000000002,True
91,Staff," helpful, friendly staff.",Positive,Positive,"helpful, friendly staff.",1.0,True
92,Check-in,"we did late night check in, that was super easy and comfortable",Positive,Positive,"we did late night check in, that was super easy and comfortable",1.0,True
92,Room,it was a bit badly soundproofed,Negative,Negative,it was a bit badly soundproofed,1.0000000000000002,True
94,Facility,modern facility ,Positive,Positive,modern facility,1.0000000000000002,True
94,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,Positive,very tasty food,0.5415495789803514,False
94,Staff,"Amazing staff,",Positive,Positive,"Amazing staff, a super service at the restaurant by the hotel.",0.45056894076371606,False
95,Location,perfect location for the airport,Positive,Positive,perfect location for the airport,1.0000000000000002,True
95,Room,clean and quiet,Positive,Positive,clean and quiet,1.0,True
96,Room,some of the towels were dirty,Negative,Negative,some of the towels were dirty,1.0000000000000002,True
96,Room,the room is very comfortable.,Positive,Positive,the room is very comfortable.,1.0000000000000002,True
96,Staff,"the staff is very nice,",Positive,Positive,the staff is very nice,1.0,True
97,Food,The food we had was excellent,Positive,Positive,The food we had was excellent,1.0,True
97,Staff,service was excellent,Positive,Positive,service was excellent,1.0,True
98,Facility," The Hotel itself was very nice, spacious, clean and modern. ",Positive,Positive,"The Hotel itself was very nice, spacious, clean and modern.",1.0000000000000004,True
98,Location,"because it is close to the airport. but i must admit the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars.  there is also the salt lake",Positive,Positive,"it is close to the airport. the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars. there is also the salt lake which I wished to visit but didn't have time.",0.8526766415785115,True
98,Room,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative,Negative,the blankets - too thick for this incredible hot hot hot weather.,0.8769373102470768,True
99,Room,very clean,Positive,Positive,very clean,1.0,True
99,Staff,the staff was wonderful,Positive,Positive,the staff was wonderful,1.0,True
100,Room,"really clean,",Positive,Positive,really clean,1.0,True
100,Staff,"exceptional staff, incredibly polite",Positive,Positive,"exceptional staff, incredibly polite",1.0000000000000004,True
101,Room,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,Negative,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,1.0000000000000002,True
101,Staff,The staff were very hospitable and very helpful.,Positive,Positive,The staff were very hospitable and very helpful.,1.0000000000000002,True
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,Positive,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",1.0000000000000004,True
102,Room,Nice modern and clean rooms.,Positive,Positive,Nice modern and clean rooms.,1.0000000000000004,True
102,Staff,Very friendly staff.,Positive,Positive,Very friendly staff.,1.0,True
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,Negative,No soap or shampoo in the shower. There was hand soap instead.,1.0000000000000002,True
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,Positive,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace. Sinks and toilette separated by a door inside the bathroom.,1.0000000000000002,True
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,Positive,the rooms were very clean and the bathroom was spacious.,1.0,True
105,Staff,The staff was super nice,Positive,Positive,The staff was super nice,1.0000000000000002,True
106,Location,The advantage is the proximity to the airport,Positive,Positive,The advantage is the proximity to the airport.,1.0000000000000002,True
