ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Cosine_Similarity,IsCorrect
11.0,Staff,"The staff here are amazing beyond expectations..*****
 Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
 Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",Positive,Positive,"The staff here are amazing beyond expectations.. Maria at reception is just great she really took time to explain where to go how to get there and so helpful. Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent smile. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great it's like a real caring family set up.",0.9429665601415214,True
12.0,Check-out,,,Negative,Couldn’t stay longer,0.0,False
12.0,Food,The breakfast was lovely with room service too.,Positive,Positive,The breakfast was lovely with room service too.,1.0,True
12.0,Room,Very clean and comfortable.,Positive,Positive,Very clean and comfortable.,1.0,True
12.0,Staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,Positive,Positive,The staff were exceptional. So helpful and friendly. Went out of their way for us.,1.0000000000000002,True
13.0,Location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",Positive,Positive,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",1.0000000000000002,True
13.0,Room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",Positive,Positive,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",1.0000000000000002,True
13.0,Staff,"The staff are so welcoming, we felt like staying with family.",Positive,Positive,"The staff are so welcoming, we felt like staying with family.",1.0,True
14.0,Facility,,,Negative,"you have a feeling that people are living in the hotel, rather than staying at a hotel.",0.0,False
14.0,Location,,,Negative,"You can hear the airplanes coming and leaving from the airport all the time, so if you are sensitive to the sounds around you and at night, better to skip this hotel and choose a different one.",0.0,False
14.0,Location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,Positive,Positive,"We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair., There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.",1.0000000000000002,True
14.0,Room,You can hear the airplanes coming and leaving from the airport all the time,Negative,,,0.0,False
14.0,Staff,The receptionist didn't speak English properly,Negative,Negative,The receptionist didn't speak English properly.,1.0,True
15.0,Location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,Negative,,,0.0,False
15.0,Location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",Positive,Positive,"reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach., it is a bit on the edge of Larnaca - with frequent busses to the centre.",0.6872542847193865,False
15.0,Staff,The staff make it ,Positive,Positive,The staff make it - particularly reception and the dining room.,0.5596516749404745,False
16.0,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,Positive,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",1.0,True
16.0,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,Positive,"I liked the rooms- they are spacious, clean, the window view is nice too.",1.0000000000000002,True
17.0,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,Our room had a balcony with great view of the sea and surrounding area.,1.0000000000000002,True
17.0,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,1.0,True
19.0,Location,Close to airport,Positive,Positive,Close to airport,1.0000000000000002,True
20.0,Facility,,,Positive,clean,0.0,False
20.0,Location,,,Positive,location,0.0,False
20.0,Room,clean,Positive,,,0.0,False
20.0,Staff,friendly stuff,Positive,Positive,friendly stuff,1.0,True
22.0,Facility,,,Negative,"Fridge could have been put on beforehand so it was cold., the shower took a while to get hot, had to have a cold shower one morning as i needed to get out early.",0.0,False
22.0,Facility,,,Positive,When you left it running for around 5 mins it got warm and was a good shower.,0.0,False
22.0,Food,"Ordered pizza one night and was not great, too stodgy",Negative,Negative,"Ordered pizza one night and was not great, too stodgy.",1.0000000000000002,True
22.0,Food,The restaurant area is nice ,Positive,Positive,I'm sure other food is better.,0.07503924773519012,False
22.0,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,Negative,might have needed another set of drawers if there were two of us.,0.7016770400620218,True
22.0,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,Positive,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things.",1.0000000000000002,True
22.0,Staff,the staff very accomodating.,Positive,Positive,The restaurant area is nice and the staff very accommodating.,0.20867179538407601,False
23.0,Room,the beds were very comfortable,Positive,Positive,the beds were very comfortable,1.0000000000000002,True
24.0,Room,I loved the mattress!!!,Positive,Positive,I loved the mattress!!!,1.0,True
25.0,Room,Clean and quiet,Positive,Positive,Clean and quiet,1.0000000000000002,True
26.0,Booking-issue,,,Positive,re booked the hotel for 2 weeks time,0.0,False
26.0,Check-out,,,Positive,Leaving..,0.0,False
26.0,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,Positive,There is a great restaurant inside where the food is good and not to pricey,1.0,True
26.0,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,Positive,The hotel is 5 minutes from the beach and the location is also near the lake,1.0000000000000002,True
26.0,Price,,,Positive,not to pricey,0.0,False
26.0,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,Positive,The rooms are a good size and are laid out very well with a good size bathroom The room also has a great sized balcony to take a tea/coffee and chill,1.0,True
26.0,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,Positive,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing,1.0000000000000002,True
27.0,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,Positive,perfect for overnight stay before flying from Larnaca Airport,1.0,True
27.0,Room,"so comfortable, clean",Positive,Positive,"so comfortable, clean",1.0,True
27.0,Staff,friendly staff,Positive,Positive,friendly staff,1.0000000000000002,True
28.0,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,1.0,True
28.0,Staff,Staff is very polite and caring. ,Positive,Positive,Staff is very polite and caring.,1.0,True
30.0,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,Great location for restaurants. Great location for a short drive to the airport.,1.0,True
30.0,Room,The room was spotless.,Positive,Positive,The room was spotless.,1.0000000000000002,True
30.0,Staff,Staff were lovely. Service was great.,Positive,Positive,Staff were lovely. Service was great.,1.0,True
31.0,Booking-issue,,,Positive,All good,0.0,False
31.0,Check-in,,,Positive,All good,0.0,False
31.0,Check-out,,,Positive,All good,0.0,False
31.0,Facility,,,Positive,All good,0.0,False
31.0,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,Positive,"Great restaurant beneath the hotel - food excellent & reasonably priced, All good",0.9426659728736974,True
31.0,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,Positive,"Very close to Mackenzy beach & Larnaca airport, All good",0.9051231103602235,True
31.0,Price,,,Positive,"reasonably priced, All good",0.0,False
31.0,Room,"Clean, comfortable,",Positive,Positive,"Clean, comfortable, All good",0.6561828089037796,False
31.0,Staff,friendly staff.,Positive,Positive,"friendly staff, All good",0.6525914514816756,False
31.0,Taxi-issue,,,Positive,All good,0.0,False
32.0,Room,The bed was great. Rooms clean. ,Positive,Positive,The bed was great. Rooms clean.,1.0000000000000002,True
32.0,Staff,Staff were so kind.,Positive,Positive,Staff were so kind.,1.0,True
34.0,Location,,,Positive,location,0.0,False
34.0,Price,value for money ,Positive,Positive,value for money,1.0,True
34.0,Room,more hooks on walls for towels etc.,Negative,Negative,more hooks on walls for towels etc.,1.0000000000000002,True
34.0,Staff,welcoming ,Positive,Positive,welcoming,1.0,True
35.0,Facility,,,Negative,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",0.0,False
35.0,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,,,0.0,False
36.0,Check-in,,,Positive,The receptionist on check in was very good and explained the information very clearly to us.,0.0,False
36.0,Facility,,,Negative,"there was no opening and closing times of the bar on display., not showing opening times.",0.0,False
36.0,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,,,0.0,False
36.0,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,"his food was excellent, he had passion and it showed in his presentation.",0.9138966296822532,True
36.0,Location,"we were surprised at the location in a small side street,",Negative,,,0.0,False
36.0,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,"When we arrived, we were surprised at the location in a small side street, but it was only a 10-minute walk to the sea front.",0.6495702891590093,False
36.0,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,Negative,The room was smaller than I expected but as we were only there a few days it was acceptable.,0.8329546597868989,True
36.0,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,"I am very fussy about beds and pillows, but I had no problem as they were very clean, and the bed was really comfortable.",0.7423679499278674,True
36.0,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,Positive,"The receptionist on check in was very good and explained the information very clearly to us., The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",0.6832822190328758,False
38.0,Room,great rooms - nice and cool,Positive,Positive,great rooms - nice and cool,1.0,True
39.0,Room,It was really clean and spacious,Positive,Positive,It was really clean and spacious,1.0,True
40.0,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",1.0,True
40.0,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"there was no net curtain or blind so one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room",0.6667960675134473,False
41.0,Facility,,,Positive,have something like nuts / chips available to buy on arrival.,0.0,False
41.0,Food,,,Negative,there is no food to be had afterwards.,0.0,False
41.0,Food,very nice breakfast.,Positive,Positive,very nice breakfast.,1.0,True
41.0,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,Negative,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",1.0,True
41.0,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 mins away from the airport by car, 5 mins walk to the beach.",0.8750998345315625,True
41.0,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,1.0,True
41.0,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff.,1.0,True
42.0,Room,,,Negative,the room was a little bit dirty.,0.0,False
42.0,Room,clean,Positive,Positive,The room is enough big.,0.0,False
42.0,Staff,"hospitality, ",Positive,Positive,hospitality,1.0,True
43.0,Room,clean spacious practical,Positive,Positive,clean spacious practical,1.0,True
45.0,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,Positive,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",1.0000000000000002,True
45.0,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,Negative,"There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway, but next to no departures in the morning, so not a problem",0.8478712376030962,True
45.0,Location,The beach is about 5 minutes walk away.,Positive,Positive,The beach is about 5 minutes walk away.,1.0,True
45.0,Price,,,Positive,very reasonably priced,0.0,False
45.0,Room,"Recently updated, everything was me and clean.",Positive,Positive,"Recently updated, everything was me and clean.",1.0,True
46.0,Price,Great value for money,Positive,Positive,Great value for money,1.0000000000000002,True
47.0,Price,Good value for money.,Positive,Positive,Good value for money.,1.0000000000000002,True
47.0,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,very helpful staff who organised a taxi to collect us in the morning.,1.0,True
48.0,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable rooms,1.0,True
48.0,Staff,lovely owner,Positive,Positive,lovely owner,1.0,True
49.0,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,1.0000000000000002,True
49.0,Price,Great value for money.,Positive,Positive,Great value for money.,1.0000000000000002,True
49.0,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,The 2 rooms were big enough for a family of 5.,1.0,True
50.0,Facility,,,Positive,Great little hotel,0.0,False
50.0,Location,Great little hotel close to airport,Positive,Positive,close to airport,0.6024315544058059,False
50.0,Room,Not very Soundproof,Negative,Negative,Not very Soundproof,1.0000000000000002,True
52.0,Booking-issue,,,Positive,Everything was good.,0.0,False
52.0,Check-in,,,Positive,Everything was good.,0.0,False
52.0,Check-out,,,Positive,Everything was good.,0.0,False
52.0,Facility,,,Positive,Everything was good.,0.0,False
52.0,Food,,,Positive,Everything was good.,0.0,False
52.0,Location,,,Positive,Everything was good.,0.0,False
52.0,Price,,,Positive,Everything was good.,0.0,False
52.0,Room,,,Positive,Everything was good.,0.0,False
52.0,Staff,,,Positive,Everything was good.,0.0,False
52.0,Taxi-issue,,,Positive,Everything was good.,0.0,False
53.0,Facility,"nice, renovated hotel",Positive,Positive,"nice, renovated hotel",1.0,True
53.0,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,1.0,True
53.0,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,close to the airport and Mackenzie Beach,1.0000000000000002,True
53.0,Room,comfortable bed,Positive,Positive,comfortable bed,1.0,True
54.0,Room,Very nice and clean room.,Positive,Positive,Very nice and clean room.,1.0,True
55.0,Facility,,,Negative,A lot of mosquitos,0.0,False
55.0,Location,Good for airport transfers,Positive,Positive,Good for airport transfers,1.0,True
55.0,Room,A lot of mosquitos,Negative,,,0.0,False
56.0,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,it would’ve been great if breakfast started at 7 rather than 8,1.0000000000000002,True
56.0,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport., prime location near the airport",0.809645620072915,True
56.0,Price,,,Positive,everything was perfect for one nights stay,0.0,False
56.0,Room,beds are extremely comfortable ,Positive,Positive,beds are extremely comfortable,1.0000000000000002,True
56.0,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality from the staff,1.0000000000000002,True
57.0,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",1.0000000000000002,True
57.0,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable room.",1.0000000000000002,True
57.0,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning.,1.0,True
58.0,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,0.0,False
58.0,Location,"Close to the airport, ",Positive,Positive,Close to the airport,1.0000000000000002,True
58.0,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes.,1.0000000000000004,True
58.0,Staff,the staff were nice and helpful.,Positive,Positive,the staff were nice and helpful.,1.0,True
59.0,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,Also very easy to check-in if you arrive late at night,1.0000000000000002,True
59.0,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,Close to airport so very convenient for overnight stay.,1.0000000000000002,True
60.0,Check-in,clear instructions left access to our room made easy ,Positive,Positive,Arrived in the early hours clear instructions left access to our room made easy 😊,0.8255116562417821,True
61.0,Food,Excellent range of food offered,Positive,Positive,Excellent range of food offered,1.0000000000000002,True
61.0,Room,,,Positive,no issues for overnight stay,0.0,False
61.0,Staff,good service.,Positive,Positive,good service.,1.0000000000000002,True
62.0,Food,Restaurant on site,Positive,Positive,Restaurant on site,1.0,True
62.0,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach.",1.0000000000000002,True
62.0,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",1.0000000000000004,True
62.0,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip. In room mini bar+ tea/ coffee Clean modern bathroom. Good AC., how comfortable the regular beds were.",0.9202671030984926,True
62.0,Staff,Caring and helpful host.,Positive,Positive,Caring and helpful host.,1.0000000000000002,True
63.0,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,0.0,False
63.0,Price,Exceptional value .,Positive,Positive,Exceptional value.,1.0000000000000002,True
63.0,Room,,,Positive,It’s been renovated to a exceptionally high standard and it really is well up to 4* standard.,0.0,False
64.0,Facility,,,Positive,we decided to eat in the place at the ground floor.,0.0,False
64.0,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice.",1.0000000000000002,True
64.0,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,"the hotel is really close to the airport, so you can hear all the noise from the planes.",0.6986312527062919,False
64.0,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",1.0,True
64.0,Room,"The room was new and clean, ",Positive,Positive,The room was new and clean.,1.0,True
64.0,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,1.0000000000000004,True
67.0,Staff,friendly staff,Positive,Positive,friendly staff,1.0000000000000002,True
68.0,Price,"good value, ",Positive,Positive,good value,1.0000000000000002,True
68.0,Room,clean,Positive,Positive,clean,1.0,True
68.0,Staff,Friendly,Positive,Positive,Friendly,1.0,True
70.0,Facility,Peaceful and clean ,Positive,,,0.0,False
70.0,Room,Peaceful and clean ,Positive,,,0.0,False
70.0,Staff,friendly helpful staff,Positive,Positive,Peaceful and clean friendly helpful staff,0.6108212196527864,False
71.0,Check-in,Got very clear instructions how to get access to our room. ,Positive,Positive,Got very clear instructions how to get access to our room.,1.0000000000000002,True
71.0,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,there is no shop or pharmacy in the area,1.0,True
71.0,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot., overall, we are extremely satisfied",0.9270786656375885,True
71.0,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,1.0,True
72.0,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,Positive,I received very clear instructions how to enter the hotel and access my room.,1.0000000000000002,True
73.0,Room,wonderful room.,Positive,Positive,wonderful room.,1.0,True
73.0,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always.,1.0000000000000002,True
74.0,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,there is a restaurant in the hotel with delicious food.,0.8179684939941977,True
74.0,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",1.0000000000000002,True
74.0,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"very clean and cozy ones, with comfortable beds.",0.8123016015137776,True
74.0,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,1.0,True
75.0,Room,Disappointed we didn't have a balcony,Negative,Negative,we didn't have a balcony,0.83131197351377,True
76.0,Facility,Feels new and clean ,Positive,,,0.0,False
76.0,Location,perfect location nearby the beach,Positive,Positive,perfect location nearby the beach,1.0,True
76.0,Room,Feels new and clean ,Positive,Positive,Feels new and clean,1.0000000000000002,True
77.0,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist. All went amazing!,0.8228426298414255,True
78.0,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room, big bathroom",1.0000000000000002,True
78.0,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff.,1.0000000000000004,True
79.0,Booking-issue,,,Positive,All good,0.0,False
79.0,Check-in,,,Positive,All good,0.0,False
79.0,Check-out,,,Positive,All good,0.0,False
79.0,Facility,,,Positive,All good,0.0,False
79.0,Food,,,Positive,All good,0.0,False
79.0,Location,,,Positive,All good,0.0,False
79.0,Price,,,Positive,All good,0.0,False
79.0,Room,New clean setup,Positive,Positive,"All good, New clean setup",0.8732651539982076,True
79.0,Staff,friendly helpful staff,Positive,Positive,"All good, friendly helpful staff",0.7514016753036896,True
79.0,Taxi-issue,,,Positive,All good,0.0,False
80.0,Facility,It is a new hotel. Everything was clean. ,Positive,Positive,It is a new hotel. Everything was clean.,1.0000000000000002,True
80.0,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,It was delicious and inexpensive.,0.7615421850897581,True
80.0,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,Mc Kenzie Beach within walking distance.,1.0000000000000002,True
80.0,Price,,,Positive,It was delicious and inexpensive.,0.0,False
81.0,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,,,0.0,False
81.0,Location,Close to the airport ,Positive,Positive,Close to the airport,1.0000000000000002,True
81.0,Room,clean spacious rooms.,Positive,Positive,clean spacious rooms.,1.0000000000000002,True
81.0,Staff,,,Negative,No 24 hour reception so not easy to access entry at odd hours.,0.0,False
82.0,Location, great location,Positive,Positive,great location,1.0,True
82.0,Room," super clean 
 modern ",Positive,Positive,"super clean, modern",1.0,True
82.0,Staff,Amazing staff ,Positive,Positive,Amazing staff,1.0000000000000002,True
83.0,Location,The location was a little bit far from the centre.,Negative,Negative,The location was a little bit far from the centre.,1.0,True
83.0,Room,Room was clean and comfortable.,Positive,Positive,Room was clean and comfortable.,1.0000000000000002,True
83.0,Staff,Staff was very nice and friendly.,Positive,Positive,Stuff was very nice and friendly.,0.6581723514737515,False
86.0,Food, Breakfast was excellent.,Positive,Positive,Breakfast was excellent.,1.0000000000000002,True
86.0,Staff,,,Positive,very friendly staff.,0.0,False
87.0,Food,nice restaurant.,Positive,Positive,nice restaurant,1.0000000000000002,True
87.0,Staff,Super friendly staff,Positive,Positive,Super friendly staff,1.0000000000000002,True
88.0,Facility,Clean comfortable little hotel.,Positive,,,0.0,False
88.0,Location,Good location and easily reached from the airport.,Positive,Positive,Good location and easily reached from the airport.,1.0,True
88.0,Room,,,Positive,"It was perfect for my stay., Clean comfortable little hotel.",0.0,False
88.0,Staff,Lovely friendly staff.,Positive,Positive,Lovely friendly staff.,1.0,True
89.0,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,Positive,instructions for access were sent in advance and absolutely perfect.,1.0,True
89.0,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,Positive,"In a clean, comfortable bed within minutes of arrival.",1.0000000000000004,True
90.0,Facility,parking not always easy,Negative,Negative,parking not always easy,1.0000000000000002,True
90.0,Location,,,Positive,position,0.0,False
90.0,Room,very clean,Positive,Positive,very clean,1.0,True
90.0,Staff,,,Positive,staff,0.0,False
91.0,Location,Close to Larnaca airport. ,Positive,Positive,Close to Larnaca airport.,1.0000000000000002,True
91.0,Room, Very nice rooms that were very clean. ,Positive,Positive,Very nice rooms that were very clean.,1.0,True
91.0,Staff," helpful, friendly staff.",Positive,Positive,"helpful, friendly staff.",1.0,True
92.0,Check-in,"we did late night check in, that was super easy and comfortable",Positive,Positive,"we did late night check in, that was super easy and comfortable",1.0,True
92.0,Room,it was a bit badly soundproofed,Negative,Negative,it was a bit badly soundproofed,1.0000000000000002,True
94.0,Facility,modern facility ,Positive,Positive,modern facility,1.0,True
94.0,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,Positive,very tasty food with a super service at the restaurant by the hotel,1.0,True
94.0,Location,,,Positive,The best hotel at Mackenzie,0.0,False
