ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Cosine_Similarity,IsCorrect
11,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,Positive,Positive,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,1.0,True
11,Price,,,Positive,very reasonable prices .,0.0,False
11,Room,The rooms are spacious and clean great to stay .. I even got an upgrade,Positive,Positive,The rooms are spacious and clean great to stay .,0.6456695519842276,False
11,Staff,"The staff here are amazing beyond expectations..*****
 Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
 Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",Positive,,,0.0,False
11,Staff,,,"['Positive', 'Positive', 'Positive']","Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile",0.0,False
12,Food,The breakfast was lovely with room service too.,Positive,,,0.0,False
12,Room,,,Negative,Couldn't stay longer,0.0,False
12,Room,Very clean and comfortable.,Positive,,,0.0,False
12,Staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,Positive,,,0.0,False
13,Location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",Positive,Positive,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants",1.0000000000000002,True
13,Room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",Positive,Positive,"The rooms are lovely and new, very clean and comfortable, The mattress was to my taste",1.0000000000000002,True
13,Staff,"The staff are so welcoming, we felt like staying with family.",Positive,Positive,"The staff are so welcoming, we felt like staying with family",1.0000000000000002,True
14,Facility,,,Negative,You can hear the airplanes coming and leaving from the airport all the time,0.0,False
14,Location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,Positive,,,0.0,False
14,Room,You can hear the airplanes coming and leaving from the airport all the time,Negative,Negative,"you have a feeling that people are living in the hotel, rather than staying at a hotel",0.07465791494453997,False
14,Staff,The receptionist didn't speak English properly,Negative,Negative,The receptionist didn't speak English properly,0.9999999999999999,True
15,Location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,Negative,,,0.0,False
15,Location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",Positive,Positive,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",1.0000000000000002,True
15,Staff,The staff make it ,Positive,Positive,The staff make it - particularly reception and the dining room,0.5651057457048803,False
16,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,Positive,"the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",0.9434867681733125,True
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,Positive,"I liked the rooms- they are spacious, clean, the window view is nice too",1.0,True
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,Our room had a balcony with great view of the sea and surrounding area,1.0,True
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,"The owner and staff were exceptionally friendly and supportive, helped with all our wishes",0.9935881695395845,True
19,Location,Close to airport,Positive,Positive,Close to airport,1.0,True
20,Location,,,Positive,location,0.0,False
20,Room,clean,Positive,,,0.0,False
20,Staff,friendly stuff,Positive,Positive,friendly stuff,1.0,True
22,Facility,,,Negative,"Fridge could have been put on beforehand so it was cold, the shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower.",0.0,False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,Negative,"Ordered pizza one night and was not great, too stodgy but I'm sure other food is better",0.7345572856786903,True
22,Food,The restaurant area is nice ,Positive,,,0.0,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,,,0.0,False
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,,,0.0,False
22,Staff,the staff very accomodating.,Positive,Positive,The staff very accomodating,1.0,True
23,Room,the beds were very comfortable,Positive,Positive,the beds were very comfortable,1.0,True
24,Room,I loved the mattress!!!,Positive,,,0.0,False
25,Room,Clean and quiet,Positive,Positive,Clean and quiet,1.0,True
26,Booking-issue,,,Positive,re booked the hotel for 2 weeks time,0.0,False
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,Positive,the food is good and not too pricey,0.6248642362828133,False
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,Positive,The hotel is 5 minutes from the beach and the location is also near the lake.,1.0,True
26,Price,,,Positive,cheap,0.0,False
26,Room,,,Negative,although not big,0.0,False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,Positive,"The rooms are a good size and are laid out very well with a good size bathroom, The room also has a great sized balcony to take a tea/coffee and  chill, The room was very clean, well decorated and modern",0.9567774640230735,True
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,Positive,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing,1.0,True
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,,,0.0,False
27,Room,"so comfortable, clean",Positive,Positive,"so comfortable, clean",1.0000000000000002,True
27,Staff,friendly staff,Positive,Positive,friendly staff,1.0000000000000002,True
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,1.0,True
28,Staff,Staff is very polite and caring. ,Positive,,,0.0,False
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,"Great location for restaurants, Great location for a short drive to the airport",1.0000000000000002,True
30,Price,,,Positive,cheap,0.0,False
30,Room,,,Negative,"the room was a little bit dirty., although not big",0.0,False
30,Room,The room was spotless.,Positive,Positive,"The room is enough big., The room was very clean, well decorated and modern, The room was spotless",0.6738048306661885,False
30,Staff,Staff were lovely. Service was great.,Positive,Positive,"Staff were lovely, Service was great",1.0,True
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,Positive,Great restaurant beneath the hotel - food excellent & reasonably priced,1.0,True
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,Positive,Very close to Mackenzy beach & Larnaca airport,1.0,True
31,Room,"Clean, comfortable,",Positive,Positive,"Clean, comfortable, All good",0.6042404335182792,False
31,Staff,friendly staff.,Positive,Positive,friendly staff,1.0000000000000002,True
32,Room,The bed was great. Rooms clean. ,Positive,Positive,"The room was very clean, well decorated and modern, Rooms clean",0.43612971755607943,False
32,Staff,Staff were so kind.,Positive,Positive,Staff were so kind,1.0000000000000002,True
34,Facility,,,Positive,more hooks on walls for towels etc.,0.0,False
34,Location,,,Positive,location,0.0,False
34,Price,value for money ,Positive,Positive,value for money,1.0000000000000002,True
34,Room,more hooks on walls for towels etc.,Negative,,,0.0,False
34,Staff,welcoming ,Positive,Positive,welcoming,1.0,True
35,Facility,,,Negative,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",0.0,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,Negative,although not big,0.0,False
35,Room,,,Positive,"The room was very clean, well decorated and modern",0.0,False
36,Booking-issue,,,Negative,not showing opening times,0.0,False
36,Check-in,,,Positive,The receptionist on check in was very good and explained the information very clearly to us.,0.0,False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,,,0.0,False
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,his food was excellent,0.5802776806226957,False
36,Location,"we were surprised at the location in a small side street,",Negative,,,0.0,False
36,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,"When we arrived, we were surprised at the location in a small side street, but it was only a 10-minute walk to the sea front.",0.6469211206656573,False
36,Price,,,Positive,cheap,0.0,False
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,Negative,although not big,0.0,False
36,Room,,,Neutral,The room was smaller than I expected but as we were only there a few days it was acceptable.,0.0,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,"The room was very clean, well decorated and modern",0.19508850494998767,False
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,Positive,"The receptionist on check in was very good and explained the information very clearly to us., The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",0.6830577709148972,False
38,Room,great rooms - nice and cool,Positive,Positive,great rooms,0.5708655913998141,False
39,Room,It was really clean and spacious,Positive,Positive,"It was really clean, and spacious",1.0,True
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,,,0.0,False
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"there was no net curtain or blind, one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room!",0.6493663606462585,False
41,Food,,,Negative,there is no food to be had afterwards,0.0,False
41,Food,very nice breakfast.,Positive,Positive,very nice breakfast,1.0000000000000002,True
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,0.0,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 lins away from the airport by car, 5 mins walk to the beach, It is typical of all restaurants in the area",0.8370342716252256,True
41,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,1.0,True
41,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff,1.0000000000000002,True
42,Room,clean,Positive,Positive,clean,1.0,True
42,Staff,"hospitality, ",Positive,Positive,hospitality,1.0,True
43,Room,clean spacious practical,Positive,Positive,"clean, spacious, practical",1.0,True
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,,,0.0,False
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,Negative,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,1.0,True
45,Location,The beach is about 5 minutes walk away.,Positive,,,0.0,False
45,Room,"Recently updated, everything was me and clean.",Positive,,,0.0,False
46,Price,Great value for money,Positive,Positive,Great value for money,1.0,True
47,Price,Good value for money.,Positive,Positive,Good value for money,1.0,True
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,"very helpful staff, organised a taxi to collect us in the morning",0.9329531983467022,True
47,Taxi-issue,,,Positive,organised a taxi to collect us in the morning,0.0,False
48,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable rooms,1.0,True
48,Staff,lovely owner,Positive,Positive,lovely owner,1.0000000000000002,True
49,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,1.0000000000000002,True
49,Price,Great value for money.,Positive,Positive,Great value for money.,1.0,True
49,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,The 2 rooms were big enough for a family of 5.,1.0000000000000004,True
50,Location,Great little hotel close to airport,Positive,Positive,Great little hotel close to airport,1.0000000000000002,True
50,Room,Not very Soundproof,Negative,Negative,Not very Soundproof,1.0000000000000002,True
52,Room,,,Positive,Everything was good,0.0,False
53,Facility,"nice, renovated hotel",Positive,Positive,comfortable bed,0.0,False
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,1.0,True
53,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,"nice, renovated hotel, close to the airport and Mackenzie Beach",0.7739172475849602,True
53,Room,comfortable bed,Positive,,,0.0,False
54,Room,,,Negative,the room was a little bit dirty.,0.0,False
54,Room,Very nice and clean room.,Positive,Positive,"The room is enough big., Very nice and clean room.",0.7036302100070615,True
55,Facility,,,Negative,A lot of mosquitos,0.0,False
55,Location,Good for airport transfers,Positive,Positive,airport transfers,0.8425414698265905,True
55,Room,A lot of mosquitos,Negative,,,0.0,False
55,Staff,,,Positive,Good,0.0,False
55,Taxi-issue,,,Positive,airport transfers,0.0,False
56,Check-in,,,Negative,breakfast started at 7 rather than 8,0.0,False
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,,,0.0,False
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"Perfect place to stay for early morning / late night flights as it's situated within 5 minutes from the airport., given that a lot of guests book here for its prime location near the airport",1.0,True
56,Room,beds are extremely comfortable ,Positive,Positive,"beds are extremely comfortable, everything was perfect for one nights stay",0.5907118018858505,False
56,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality from the staff,1.0,True
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"a very nice, short walk to the beach where there were many restaurants available to choose from",0.875297746599926,True
57,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable room",1.0000000000000002,True
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful,0.410794624626742,False
57,Taxi-issue,,,Positive,They ordered a taxi for us to get to the airport very early in the morning,0.0,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,0.0,False
58,Location,"Close to the airport, ",Positive,,,0.0,False
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes.,1.0000000000000002,True
58,Staff,the staff were nice and helpful.,Positive,,,0.0,False
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,,,0.0,False
59,Location,Close to airport so very convenient for overnight stay.,Positive,,,0.0,False
59,Room,,,Negative,the room was a little bit dirty.,0.0,False
59,Room,,,Positive,The room is enough big.,0.0,False
60,Check-in,clear instructions left access to our room made easy ,Positive,Positive,"Arrived in the early hours, clear instructions left, access to our room made easy",0.8313698551764511,True
61,Food,Excellent range of food offered,Positive,Positive,Excellent range of food offered,1.0,True
61,Staff,good service.,Positive,Positive,good service,1.0,True
62,Food,Restaurant on site,Positive,,,0.0,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,La Veranda,0.0,False
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,Our son had a folding bed which could have been better,0.7566147503870261,True
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,especially considering how comfortable the regular beds were,0.10248971830464308,False
62,Staff,Caring and helpful host.,Positive,,,0.0,False
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,0.0,False
63,Price,Exceptional value .,Positive,,,0.0,False
63,Room,,,Positive,"The room was very clean, well decorated and modern",0.0,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,they made us a pizza which was really nice,0.718565788960787,True
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,the hotel is really close to the airport,0.3928098120485905,False
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,"We were looking for the hotel close to the airport, and it was a perfect match., The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",1.0,True
64,Room,"The room was new and clean, ",Positive,Positive,The room was new and clean,1.0000000000000002,True
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,1.0,True
67,Staff,friendly staff,Positive,Positive,friendly staff,1.0000000000000002,True
68,Price,"good value, ",Positive,Positive,good value,1.0000000000000002,True
68,Room,clean,Positive,Positive,clean,1.0,True
68,Staff,Friendly,Positive,Positive,Friendly,1.0,True
70,Facility,Peaceful and clean ,Positive,,,0.0,False
70,Room,Peaceful and clean ,Positive,,,0.0,False
70,Staff,friendly helpful staff,Positive,Positive,Peaceful and clean friendly helpful,0.49197692789681474,False
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,,,0.0,False
71,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,there is no shop or pharmacy in the area.,1.0,True
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,,,0.0,False
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,,,0.0,False
72,Check-in,,,Negative,I arrived late,0.0,False
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,,,0.0,False
72,Staff,,,Positive,received very clear instructions how to enter the hotel and access my room,0.0,False
73,Room,wonderful room.,Positive,Positive,wonderful room,1.0,True
73,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always,1.0,True
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,,,0.0,False
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,,,0.0,False
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,,,0.0,False
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,,,0.0,False
75,Room,Disappointed we didn't have a balcony,Negative,Negative,Disappointed we didn't have a balcony,1.0000000000000002,True
76,Facility,Feels new and clean ,Positive,,,0.0,False
76,Location,perfect location nearby the beach,Positive,Positive,Feels new and clean with perfect location nearby the beach,0.6822628099955248,False
76,Room,Feels new and clean ,Positive,,,0.0,False
77,Room,,,Positive,we'd love to stay longer,0.0,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,,,0.0,False
78,Facility,,,Positive,big bathroom,0.0,False
78,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room",0.6455730187704288,False
78,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff,1.0,True
79,Room,New clean setup,Positive,Positive,All good,0.0,False
79,Staff,friendly helpful staff,Positive,,,0.0,False
80,Facility,It is a new hotel. Everything was clean. ,Positive,,,0.0,False
80,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,It was delicious and inexpensive.,0.7627309772136491,True
80,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,Mc Kenzie Beach within walking distance.,1.0,True
80,Room,,,Negative,although not big,0.0,False
80,Room,,,Positive,Everything was clean.,0.0,False
81,Booking-issue,,,Negative,not easy to access entry at odd hours,0.0,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,,,0.0,False
81,Location,Close to the airport ,Positive,,,0.0,False
81,Room,clean spacious rooms.,Positive,,,0.0,False
81,Staff,,,Negative,No 24 hour reception,0.0,False
82,Location, great location,Positive,Positive,"super clean, modern, great location",0.6123576258906865,False
82,Room,,,Negative,the room was a little bit dirty.,0.0,False
82,Room," super clean 
 modern ",Positive,Positive,The room is enough big.,0.0,False
82,Staff,Amazing staff ,Positive,Positive,Amazing staff,1.0000000000000002,True
83,Location,The location was a little bit far from the centre.,Negative,Negative,The location was a little bit far from the centre.,1.0,True
83,Room,Room was clean and comfortable.,Positive,Positive,Room was clean and comfortable,1.0,True
83,Staff,Staff was very nice and friendly.,Positive,Positive,Stuff was very nice and friendly,0.6657810920604654,False
86,Food, Breakfast was excellent.,Positive,Positive,Breakfast was excellent,1.0,True
86,Location,,,Positive,Lovely little hotel,0.0,False
86,Staff,,,Positive,very friendly staff,0.0,False
87,Food,nice restaurant.,Positive,Positive,nice restaurant,1.0000000000000002,True
87,Staff,Super friendly staff,Positive,Positive,Super friendly staff,1.0,True
88,Facility,Clean comfortable little hotel.,Positive,,,0.0,False
88,Location,Good location and easily reached from the airport.,Positive,Positive,Good location and easily reached from the airport,1.0000000000000002,True
88,Room,,,Positive,"It was perfect for my stay, Clean comfortable little hotel",0.0,False
88,Staff,Lovely friendly staff.,Positive,Positive,Lovely friendly staff,1.0000000000000002,True
89,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,,,0.0,False
89,Room,,,Negative,the room was a little bit dirty.,0.0,False
89,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,Positive,The room is enough big.,0.0,False
90,Facility,parking not always easy,Negative,Negative,parking not always easy,1.0,True
90,Room,very clean,Positive,Positive,very clean,1.0000000000000002,True
90,Staff,,,Positive,"position, staff",0.0,False
91,Location,Close to Larnaca airport. ,Positive,,,0.0,False
91,Room, Very nice rooms that were very clean. ,Positive,,,0.0,False
91,Staff," helpful, friendly staff.",Positive,,,0.0,False
92,Check-in,"we did late night check in, that was super easy and comfortable",Positive,Positive,"we did late night check in, that was super easy and comfortable",1.0,True
92,Room,it was a bit badly soundproofed,Negative,Negative,it was a bit badly soundproofed,1.0000000000000002,True
94,Facility,modern facility ,Positive,Positive,modern facility.,1.0,True
94,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,Positive,very tasty food with a super service at the restaurant by the hotel.,1.0000000000000002,True
94,Location,,,Positive,The best hotel at Mackenzie!,0.0,False
94,Staff,"Amazing staff,",Positive,Positive,Amazing staff.,1.0000000000000002,True
95,Location,perfect location for the airport,Positive,Positive,perfect location for the airport,1.0000000000000002,True
95,Room,clean and quiet,Positive,Positive,clean and quiet,1.0,True
96,Room,some of the towels were dirty,Negative,Negative,some of the towels were dirty,1.0,True
96,Room,the room is very comfortable.,Positive,Positive,the room is very comfortable,1.0000000000000002,True
96,Staff,"the staff is very nice,",Positive,Positive,the staff is very nice,1.0,True
97,Food,The food we had was excellent,Positive,Positive,The food we had was excellent,1.0,True
97,Staff,service was excellent,Positive,Positive,service was excellent,1.0,True
98,Facility," The Hotel itself was very nice, spacious, clean and modern. ",Positive,,,0.0,False
98,Location,"because it is close to the airport. but i must admit the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars.  there is also the salt lake",Positive,Positive,"it is close to the airport, offers some nice places for at least a two-nights stay for sure, The nearby beach (mackenzie) is nice, long, with some cool and fancy bars",0.8653668141870199,True
98,Room,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative,Negative,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather,1.0000000000000002,True
98,Room,,,Positive,"The Hotel itself was very nice, spacious, clean and modern",0.0,False
99,Room,very clean,Positive,,,0.0,False
99,Staff,the staff was wonderful,Positive,Positive,the staff was wonderful.,1.0,True
100,Room,"really clean,",Positive,,,0.0,False
100,Staff,"exceptional staff, incredibly polite",Positive,Positive,"exceptional staff, incredibly polite, really clean",0.8977063237489513,True
101,Room,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,Negative,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy,0.9999999999999998,True
101,Staff,The staff were very hospitable and very helpful.,Positive,,,0.0,False
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,Positive,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away",1.0000000000000002,True
102,Room,Nice modern and clean rooms.,Positive,Positive,Nice modern and clean rooms,1.0000000000000002,True
102,Staff,Very friendly staff.,Positive,Positive,Very friendly staff,1.0000000000000002,True
103,Facility,,,Positive,Sinks and toilette separated by a door inside the bathroom.,0.0,False
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,Negative,No soap or shampoo in the shower,0.8000949406096882,True
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,Positive,"There was hand soap instead, The room was recently refurbished and very spatious, Nice view of the salt lake by the terrace.",0.6416710611271306,False
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,Positive,"I liked everything about the property, the rooms were very clean",0.3920227200810784,False
105,Staff,The staff was super nice,Positive,Positive,The staff was super nice,1.0000000000000002,True
106,Location,The advantage is the proximity to the airport,Positive,Positive,the proximity to the airportvery comfortable beds,0.3874406116209561,False
106,Room,,,Negative,although not big,0.0,False
106,Room,very comfortable beds.,Positive,Positive,"The room was very clean, well decorated and modern",0.09479580251066824,False
106,Staff,The hotel staff should learn better English ,Negative,,,0.0,False
107,Food,Breakfast was excellent.,Positive,Positive,Breakfast was excellent,1.0,True
107,Location,Very convenient for the airport,Positive,Positive,Very convenient for the airport,1.0000000000000002,True
107,Room,Rooms large and newly redecorated in a contemporary style. Bed very comfortable,Positive,Positive,"Rooms large and newly redecorated in a contemporary style, Bed very comfortable",1.0,True
108,Price,,,Positive,cheap,0.0,False
108,Room,,,Negative,"the room was a little bit dirty., although not big",0.0,False
108,Room,,,Positive,"The room is enough big., The room was very clean, well decorated and modern",0.0,False
109,Facility,"Clean hotel,",Positive,,,0.0,False
109,Location,Great location for overnight stay for late flights. ,Positive,Positive,Great location,0.3608998046988919,False
109,Room,lovely rooms with comfortable beds. ,Positive,Positive,lovely rooms with comfortable beds,1.0,True
109,Staff,Very helpful staff,Positive,Positive,Very helpful,0.8472238396041585,True
110,Check-in,the self check in was very easy.,Positive,Positive,the self check in was very easy,1.0,True
110,Facility,"the building is completely refurbished, it is confortable",Positive,,,0.0,False
110,Location,,,Positive,"I went there while on transit in Larnaca, the building is completely refurbished",0.0,False
110,Room,,,Positive,it is confortable,0.0,False
112,Facility,recently refurbished,Positive,Positive,recently refurbished,1.0000000000000002,True
112,Food,"very nice restaurant, good food and service",Positive,Positive,"very nice restaurant, good food, and service",1.0000000000000002,True
112,Staff,,,Positive,good service,0.0,False
