ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Cosine_Similarity,IsCorrect
15,Staff,The staff make it ,Positive,Positive,The staff make it - particularly reception and the dining room.,0.5740396848833004,False
16,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,,,0.0,False
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,,,0.0,False
17,Check-in,,,Negative,The check-in process took a long time.,0.0,False
17,Check-in,,,Positive,"The check-in process was smooth and efficient., The check-in process was easy and quick.",0.0,False
17,Facility,,,Negative,The facilities were old and needed renovation.,0.0,False
17,Facility,,,Positive,The facilities were modern and clean.,0.0,False
17,Food,,,Negative,"The food at the restaurant was terrible, overpriced and not good quality.",0.0,False
17,Location,,,Negative,The location of the hotel was not ideal for us.,0.0,False
17,Location,,,Positive,"The location of the hotel was perfect for us., The location of the hotel was great for us.",0.0,False
17,Price,,,Negative,The price was too high for what we got.,0.0,False
17,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",0.0,False
17,Room,,,Negative,The room was small and noisy.,0.0,False
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,"The room was very comfortable and clean., The room was perfect for our needs.",0.22831227907343626,False
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,"The staff were very friendly and helpful., The staff were very helpful and friendly.",0.34564982649192777,False
19,Location,Close to airport,Positive,Positive,Close to airport,1.0,True
20,Room,clean,Positive,,,0.0,False
20,Staff,friendly stuff,Positive,,,0.0,False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,,,0.0,False
22,Food,The restaurant area is nice ,Positive,,,0.0,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,,,0.0,False
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,Positive,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.",0.8254561149601543,True
22,Staff,the staff very accomodating.,Positive,,,0.0,False
23,Room,the beds were very comfortable,Positive,Positive,the beds were very comfortable,1.0000000000000002,True
24,Room,I loved the mattress!!!,Positive,,,0.0,False
25,Location,,,Positive,quiet,0.0,False
25,Room,Clean and quiet,Positive,Positive,Clean,0.47790658363249405,False
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,,,0.0,False
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,,,0.0,False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,,,0.0,False
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,,,0.0,False
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,Positive,perfect for overnight stay before flying from Larnaca Airport,1.0,True
27,Room,"so comfortable, clean",Positive,,,0.0,False
27,Staff,friendly staff,Positive,Positive,friendly,0.7626222298676655,True
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,1.0,True
28,Staff,Staff is very polite and caring. ,Positive,Positive,Staff is very polite and caring.,1.0,True
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,"Great location for restaurants., Great location for a short drive to the airport.",1.0000000000000002,True
30,Room,The room was spotless.,Positive,Positive,The room was spotless.,1.0,True
30,Staff,Staff were lovely. Service was great.,Positive,Positive,Staff were lovely.,0.7357785326152236,True
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,,,0.0,False
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,,,0.0,False
31,Room,"Clean, comfortable,",Positive,,,0.0,False
31,Staff,friendly staff.,Positive,,,0.0,False
32,Room,The bed was great. Rooms clean. ,Positive,Positive,"The bed was great., Rooms clean",1.0000000000000002,True
32,Staff,Staff were so kind.,Positive,Positive,Staff were so kind,1.0000000000000002,True
34,Price,value for money ,Positive,,,0.0,False
34,Room,more hooks on walls for towels etc.,Negative,,,0.0,False
34,Staff,welcoming ,Positive,,,0.0,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,,,0.0,False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,,,0.0,False
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,,,0.0,False
36,Location,"we were surprised at the location in a small side street,",Negative,,,0.0,False
36,Location,but it was only a 10-minute walk to the sea front.,Positive,,,0.0,False
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,,,0.0,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,Nothing except not showing opening times.,0.0,False
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,,,0.0,False
38,Room,great rooms - nice and cool,Positive,Positive,great rooms,0.5721287541205559,False
39,Location,,,Positive,test,0.0,False
39,Room,It was really clean and spacious,Positive,Positive,It was really clean and spacious,1.0000000000000002,True
40,Location,,,Negative,"one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room",0.0,False
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",1.0000000000000002,True
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,the room is opposite some apartments that have a clear view into the room,0.08839818350896658,False
41,Food,,,Negative,test,0.0,False
41,Food,very nice breakfast.,Positive,Positive,very nice breakfast,1.0,True
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,0.0,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 lins away from the airport by car, 5 mins walk to the beach",1.0000000000000002,True
41,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,1.0,True
41,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff,1.0,True
42,Room,clean,Positive,Positive,clean,1.0,True
42,Staff,"hospitality, ",Positive,,,0.0,False
43,Room,clean spacious practical,Positive,,,0.0,False
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,,,0.0,False
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,,,0.0,False
45,Location,The beach is about 5 minutes walk away.,Positive,Positive,next to the takeoff end of the runway,0.04097502110973226,False
45,Room,"Recently updated, everything was me and clean.",Positive,Positive,right near the takeoff end of the runway,0.0,False
46,Price,Great value for money,Positive,,,0.0,False
47,Price,Good value for money.,Positive,,,0.0,False
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,,,0.0,False
48,Room,Clean and comfortable rooms,Positive,,,0.0,False
48,Staff,lovely owner,Positive,,,0.0,False
49,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,1.0,True
49,Price,Great value for money.,Positive,Positive,Great value for money.,1.0,True
49,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,The 2 rooms were big enough for a family of 5.,1.0,True
50,Location,Great little hotel close to airport,Positive,,,0.0,False
50,Room,Not very Soundproof,Negative,Negative,Not very Soundproof,1.0,True
52,Check-in,,,Positive,The check-in process was smooth and efficient.,0.0,False
52,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",0.0,False
52,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",0.0,False
52,Location,,,Positive,The location was perfect for our needs.,0.0,False
52,Price,,,Positive,The price was reasonable and affordable.,0.0,False
52,Room,,,Positive,"The room was clean and comfortable., The room was spacious and had a great view., Everything was good",0.0,False
53,Facility,"nice, renovated hotel",Positive,,,0.0,False
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,1.0,True
53,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,close to the airport and Mackenzie Beach,1.0,True
53,Room,comfortable bed,Positive,Positive,"nice, renovated hotel",0.0,False
54,Room,Very nice and clean room.,Positive,Positive,Very nice and clean room.,1.0,True
55,Location,Good for airport transfers,Positive,,,0.0,False
55,Room,A lot of mosquitos,Negative,,,0.0,False
55,Taxi-issue,,,Positive,Good,0.0,False
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,breakfast started at 7 rather than 8,0.7730196915145584,True
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport., prime location near the airport",0.8086219925525024,True
56,Room,beds are extremely comfortable ,Positive,,,0.0,False
56,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality from the staff,1.0,True
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,,,0.0,False
57,Room,"Very clean, very comfortable room.",Positive,,,0.0,False
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,,,0.0,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,0.0,False
58,Location,"Close to the airport, ",Positive,Positive,Close to the airport,1.0,True
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes.,1.0,True
58,Staff,the staff were nice and helpful.,Positive,Positive,the staff were nice and helpful,1.0,True
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,Also very easy to check-in if you arrive late at night,1.0000000000000002,True
59,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,Close to airport so very convenient for overnight stay.,1.0000000000000002,True
60,Check-in,clear instructions left access to our room made easy ,Positive,,,0.0,False
60,Room,,,Positive,Arrived in the early hours clear instructions left access to our room made easy,0.0,False
61,Food,Excellent range of food offered,Positive,Positive,Excellent range of food offered and good service,0.8723389876932641,True
61,Location,,,Positive,Excellent range of food offered and good service,0.0,False
61,Staff,good service.,Positive,,,0.0,False
62,Food,Restaurant on site,Positive,,,0.0,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,,,0.0,False
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,Our son had a folding bed which could have been better,0.7504199308049015,True
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,,,0.0,False
62,Staff,Caring and helpful host.,Positive,,,0.0,False
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,0.0,False
63,Price,Exceptional value .,Positive,,,0.0,False
63,Room,,,Positive,It's been renovated to a exceptionally high standard and it really is well up to 4* standard,0.0,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,,,0.0,False
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,the hotel is really close to the airport,0.3968765978937629,False
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,,,0.0,False
64,Room,"The room was new and clean, ",Positive,,,0.0,False
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,,,0.0,False
67,Staff,friendly staff,Positive,Positive,friendly,0.7626222298676655,True
68,Location,,,Positive,clean,0.0,False
68,Price,"good value, ",Positive,,,0.0,False
68,Room,clean,Positive,Positive,Friendly,0.0,False
68,Staff,Friendly,Positive,,,0.0,False
70,Check-in,,,Positive,The check-in process was smooth and efficient.,0.0,False
70,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",0.0,False
70,Facility,Peaceful and clean ,Positive,,,0.0,False
70,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",0.0,False
70,Location,,,Positive,The location was perfect for our needs.,0.0,False
70,Price,,,Positive,The price was reasonable and affordable.,0.0,False
70,Room,Peaceful and clean ,Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",0.15839011573671974,False
70,Staff,friendly helpful staff,Positive,Positive,Peaceful and clean friendly helpful staff,0.6172238720831598,False
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,,,0.0,False
71,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,"there is no shop or pharmacy in the area, but the accommodation cannot do anything about this",0.6829622348381353,False
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"the bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",1.0000000000000002,True
71,Price,,,Positive,"overall, we are extremely satisfied",0.0,False
71,Room,,,Positive,Got very clear instructions how to get access to our room.,0.0,False
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,1.0,True
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,,,0.0,False
73,Room,wonderful room.,Positive,Positive,wonderful room,1.0,True
73,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always,1.0,True
74,Check-in,,,Negative,The check-in process took a long time.,0.0,False
74,Check-in,,,Positive,"The check-in process was smooth and efficient., The check-in process was easy and quick.",0.0,False
74,Facility,,,Negative,The facilities were old and needed renovation.,0.0,False
74,Facility,,,Positive,The facilities were modern and clean.,0.0,False
74,Food,,,Negative,"The food at the restaurant was terrible, overpriced and not good quality.",0.0,False
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,with delicious food.,0.5336089932628266,False
74,Location,,,Negative,The location of the hotel was not ideal for us.,0.0,False
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"The location is excellent, as there are lots of parking places around, as well., The location of the hotel was perfect for us., The location of the hotel was great for us.",0.6366801813483802,False
74,Price,,,Negative,The price was too high for what we got.,0.0,False
74,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",0.0,False
74,Room,,,Negative,The room was small and noisy.,0.0,False
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"very clean and cozy ones, with comfortable beds., The room was very comfortable and clean., The room was perfect for our needs.",0.6373946142452925,False
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,"The staff of the hotel is extremely friendly and nice., The staff were very friendly and helpful., The staff were very helpful and friendly.",0.7440711973561022,True
75,Room,Disappointed we didn't have a balcony,Negative,,,0.0,False
76,Facility,Feels new and clean ,Positive,,,0.0,False
76,Location,perfect location nearby the beach,Positive,Positive,nearby the beach,0.7864281014011532,True
76,Room,Feels new and clean ,Positive,Positive,Feels new and clean,1.0,True
77,Room,,,Positive,we'd love to stay longer,0.0,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist.,1.0,True
78,Room,"clean, nice room, big bathroom",Positive,Positive,"big bathroom, clean, nice room",1.0000000000000002,True
78,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff,1.0000000000000002,True
79,Room,New clean setup,Positive,Positive,New clean setup,1.0000000000000002,True
79,Staff,friendly helpful staff,Positive,Positive,friendly helpful staff,1.0000000000000002,True
80,Facility,It is a new hotel. Everything was clean. ,Positive,,,0.0,False
80,Food, We had dinner. It was delicious and inexpensive.,Positive,,,0.0,False
80,Location, Mc Kenzie Beach within walking distance.,Positive,,,0.0,False
81,Check-in,,,Negative,No 24 hour reception so not easy to access entry at odd hours.,0.0,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,,,0.0,False
81,Location,Close to the airport ,Positive,,,0.0,False
81,Room,clean spacious rooms.,Positive,Positive,Close to the airport and clean spacious rooms.,0.7317460514844524,True
82,Location, great location,Positive,Positive,"great location, modern",0.7599775669907438,True
82,Room," super clean 
 modern ",Positive,,,0.0,False
82,Staff,Amazing staff ,Positive,Positive,Amazing,0.8688585677902968,True
83,Location,The location was a little bit far from the centre.,Negative,Negative,The location was a little bit far from the centre.,1.0,True
83,Room,Room was clean and comfortable.,Positive,Positive,Room was clean and comfortable,1.0,True
83,Staff,Staff was very nice and friendly.,Positive,Positive,Stuff was very nice and friendly,0.6603619532274717,False
86,Food, Breakfast was excellent.,Positive,Positive,Breakfast was excellent,1.0000000000000002,True
86,Location,,,Positive,little hotel,0.0,False
86,Staff,,,Positive,very friendly,0.0,False
87,Food,nice restaurant.,Positive,,,0.0,False
87,Location,,,Positive,nice restaurant,0.0,False
87,Staff,Super friendly staff,Positive,Positive,Super friendly staff,1.0000000000000002,True
88,Facility,Clean comfortable little hotel.,Positive,,,0.0,False
88,Location,Good location and easily reached from the airport.,Positive,Positive,Good location and easily reached from the airport.,1.0,True
88,Room,,,Positive,"Nothing., Clean comfortable little hotel.",0.0,False
88,Staff,Lovely friendly staff.,Positive,Positive,Lovely friendly staff.,1.0000000000000002,True
89,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,,,0.0,False
89,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,,,0.0,False
90,Facility,parking not always easy,Negative,Negative,parking not always easy,1.0000000000000002,True
90,Location,,,Positive,very clean,0.0,False
90,Room,very clean,Positive,Positive,position,0.0,False
90,Staff,,,Positive,staff,0.0,False
90,Taxi-issue,,,Negative,parking not always easy,0.0,False
91,Location,Close to Larnaca airport. ,Positive,,,0.0,False
91,Room, Very nice rooms that were very clean. ,Positive,,,0.0,False
91,Staff," helpful, friendly staff.",Positive,,,0.0,False
92,Check-in,"we did late night check in, that was super easy and comfortable",Positive,,,0.0,False
92,Room,it was a bit badly soundproofed,Negative,Negative,it was a bit badly soundproofed,1.0000000000000004,True
94,Facility,modern facility ,Positive,Positive,modern,0.6313304274206846,False
94,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,Positive,"very tasty, with a super service at the restaurant by the hotel.",0.9536023093691277,True
94,Location,,,Positive,at Mackenzie!,0.0,False
94,Staff,"Amazing staff,",Positive,Positive,Amazing,0.8688585677902968,True
95,Location,perfect location for the airport,Positive,Positive,perfect location for the airport,1.0000000000000002,True
95,Room,clean and quiet,Positive,,,0.0,False
96,Room,some of the towels were dirty,Negative,,,0.0,False
96,Room,the room is very comfortable.,Positive,Positive,the room is very comfortable,1.0,True
96,Staff,"the staff is very nice,",Positive,Positive,the staff is very nice,1.0,True
97,Food,The food we had was excellent,Positive,,,0.0,False
97,Staff,service was excellent,Positive,,,0.0,False
98,Facility," The Hotel itself was very nice, spacious, clean and modern. ",Positive,,,0.0,False
98,Location,"because it is close to the airport. but i must admit the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars.  there is also the salt lake",Positive,,,0.0,False
98,Room,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative,,,0.0,False
99,Check-in,,,Positive,"The check-in process was very smooth and efficient, I liked that they had a dedicated staff for it.",0.0,False
99,Facility,,,Negative,The facilities were old and needed some renovation.,0.0,False
99,Food,,,Negative,"The food at the hotel's restaurant was terrible, overpriced, and not very tasty.",0.0,False
99,Location,,,Positive,The hotel is located in a great area with plenty of restaurants nearby.,0.0,False
99,Price,,,Positive,The price for the room was reasonable considering the quality and location.,0.0,False
99,Room,very clean,Positive,Positive,"The room was very comfortable and clean., The room was a bit small, but it was clean and comfortable.",0.343752558690053,False
99,Staff,the staff was wonderful,Positive,Positive,wonderful,0.7828943837403208,True
100,Room,"really clean,",Positive,,,0.0,False
100,Staff,"exceptional staff, incredibly polite",Positive,,,0.0,False
101,Room,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,,,0.0,False
101,Staff,The staff were very hospitable and very helpful.,Positive,Positive,The staff were very hospitable and very helpful.,1.0,True
102,Check-in,,,Positive,The check-in process was smooth and efficient.,0.0,False
102,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",0.0,False
102,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",0.0,False
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,Positive,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away., The location was perfect for our needs.",0.9284141557505817,True
102,Price,,,Positive,The price was reasonable and affordable.,0.0,False
102,Room,Nice modern and clean rooms.,Positive,Positive,"Nice modern and clean rooms., The room was clean and comfortable., The room was spacious and had a great view.",0.5753363274586939,False
102,Staff,Very friendly staff.,Positive,Positive,Very friendly staff.,1.0,True
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,,,0.0,False
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,,,0.0,False
105,Location,,,Positive,the property,0.0,False
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,Positive,I liked everything about the property,0.0580750799969418,False
105,Staff,The staff was super nice,Positive,,,0.0,False
106,Location,The advantage is the proximity to the airport,Positive,Positive,proximity to the airport--very comfortable beds,0.49209080291252527,False
106,Room,very comfortable beds.,Positive,Positive,"The accommodation, very comfortable beds",0.7447780470237255,True
106,Staff,The hotel staff should learn better English ,Negative,Negative,"The hotel staff should learn better English - confusing the term ""fridge"" and ""freezer"" can be fatal for a person with diabetes. The team froze our insulin, meaning it was unusable.",0.44750459373300977,False
107,Check-in,,,Positive,The check-in process was smooth and efficient.,0.0,False
107,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",0.0,False
107,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",0.0,False
107,Food,Breakfast was excellent.,Positive,,,0.0,False
107,Location,Very convenient for the airport,Positive,Positive,The location was perfect for our needs.,0.18350102239049937,False
107,Price,,,Positive,The price was reasonable and affordable.,0.0,False
107,Room,Rooms large and newly redecorated in a contemporary style. Bed very comfortable,Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",0.11869365705376922,False
109,Facility,"Clean hotel,",Positive,,,0.0,False
109,Location,Great location for overnight stay for late flights. ,Positive,Positive,Great location for overnight stay for late flights,1.0,True
109,Room,lovely rooms with comfortable beds. ,Positive,Positive,lovely rooms with comfortable beds,1.0,True
109,Staff,Very helpful staff,Positive,Positive,Very helpful staff,1.0,True
110,Check-in,the self check in was very easy.,Positive,,,0.0,False
110,Facility,"the building is completely refurbished, it is confortable",Positive,,,0.0,False
112,Facility,recently refurbished,Positive,,,0.0,False
112,Food,"very nice restaurant, good food and service",Positive,Positive,good food,0.578387621452257,False
112,Room,,,Positive,recently refurbished,0.0,False
113,Room,Very nice clean rooms,Positive,Positive,Very nice clean rooms,1.0,True
113,Staff,Staff excellent and accommodating.,Positive,Positive,excellent and accommodating,0.9379125430361948,True
114,Booking-issue,,,Positive,"the staff emailed me via booking.com and after asking me what time I was arriving (the hotel is not manned 24/7 but arrangements are made to collect your room key in the hotel if you are arriving outside of normal hours), told me which bus routes I needed to take.",0.0,False
114,Facility,It didn't have a pool,Negative,,,0.0,False
114,Facility,and the hotel was immaculately clean. ,Positive,Positive,Air con and fridge in rooms with a bottle of water provided.,0.027925928137861614,False
