ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,,,False
17,Room,,,Negative,- although not big,False
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,"- The room was very clean, well decorated and modern",True
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,,,False
19,Location,Close to airport,Positive,,,False
20,Room,clean,Positive,,,False
20,Staff,friendly stuff,Positive,,,False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,,,False
22,Food,The restaurant area is nice ,Positive,,,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,,,False
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,,,False
22,Staff,the staff very accomodating.,Positive,,,False
23,Room,the beds were very comfortable,Positive,,,False
24,Room,I loved the mattress!!!,Positive,,,False
25,Room,Clean and quiet,Positive,,,False
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,,,False
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,,,False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,,,False
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,,,False
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,,,False
27,Room,"so comfortable, clean",Positive,,,False
27,Staff,friendly staff,Positive,,,False
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,,,False
28,Staff,Staff is very polite and caring. ,Positive,,,False
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,,,False
30,Room,,,Null,Not applicable,False
30,Room,The room was spotless.,Positive,,,False
30,Staff,Staff were lovely. Service was great.,Positive,,,False
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,,,False
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,,,False
31,Room,"Clean, comfortable,",Positive,Positive,All good,True
31,Staff,friendly staff.,Positive,,,False
32,Room,The bed was great. Rooms clean. ,Positive,,,False
32,Staff,Staff were so kind.,Positive,,,False
34,Price,value for money ,Positive,,,False
34,Room,more hooks on walls for towels etc.,Negative,,,False
34,Staff,welcoming ,Positive,,,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,,,False
36,Bar-info,,,Negative,We may have missed it but there was no opening and closing times of the bar on display.,False
36,Check-in,,,Positive,The receptionist on check in was very good and explained the information very clearly to us,False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,,,False
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",True
36,Location,"we were surprised at the location in a small side street,",Negative,Negative,"When we arrived, we were surprised at the location in a small side street",True
36,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,but it was only a 10-minute walk to the sea front,True
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,,,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,"The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows, but I had no problem as they were very clean, and the bed was really comfortable.",True
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,,,False
38,Room,great rooms - nice and cool,Positive,,,False
39,Room,It was really clean and spacious,Positive,,,False
40,Facility,,,Negative,"one needed to ensure that the curtain was closed, especially when going for a shower as the room is opposite some apartments that have a clear view into the room!",False
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,,,False
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,My only real observation was that there was no net curtain or blind,True
41,Food,,,Negative,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",False
41,Food,very nice breakfast.,Positive,,,False
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,,,False
41,Room,"Clean modern rooms, ",Positive,,,False
41,Staff,Super friendly and helpful staff.,Positive,,,False
42,Room,clean,Positive,Positive,hospitality,True
42,Staff,"hospitality, ",Positive,,,False
43,Room,clean spacious practical,Positive,,,False
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,,,False
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,,,False
45,Location,The beach is about 5 minutes walk away.,Positive,,,False
45,Room,,,Negative,"There is a bit of plane noise in the afternoon and evening, because it is right near the takeoff end of the runway",False
45,Room,"Recently updated, everything was me and clean.",Positive,Positive,"but next to no departures in the morning, so not a problem",True
46,Price,Great value for money,Positive,,,False
47,Price,Good value for money.,Positive,,,False
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,,,False
48,Room,Clean and comfortable rooms,Positive,,,False
48,Staff,lovely owner,Positive,,,False
49,Location,Great location close to the airport and a short walk to the sea.,Positive,,,False
49,Price,Great value for money.,Positive,,,False
49,Room,The 2 rooms were big enough for a family of 5.,Positive,,,False
50,Location,Great little hotel close to airport,Positive,,,False
50,Room,Not very Soundproof,Negative,,,False
53,Facility,"nice, renovated hotel",Positive,,,False
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,,,False
53,Location,"close to the airport and Mackenzie Beach,",Positive,,,False
53,Room,comfortable bed,Positive,,,False
54,Room,Very nice and clean room.,Positive,,,False
55,Location,Good for airport transfers,Positive,,,False
55,Room,A lot of mosquitos,Negative,,,False
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,,,False
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,,,False
56,Room,beds are extremely comfortable ,Positive,,,False
56,Staff,amazing hospitality from the staff.,Positive,,,False
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,,,False
57,Room,"Very clean, very comfortable room.",Positive,,,False
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,,,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,False
58,Location,"Close to the airport, ",Positive,,,False
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,,,False
58,Staff,the staff were nice and helpful.,Positive,,,False
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,Also very easy to check-in if you arrive late at night,True
59,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,Close to airport so very convenient for overnight stay,True
59,Room,,,Null,N/a,False
60,Check-in,clear instructions left access to our room made easy ,Positive,,,False
61,Food,Excellent range of food offered,Positive,,,False
61,Staff,good service.,Positive,,,False
62,Facility,,,Positive,"Restaurant on site, In room mini bar+ tea/ coffee, Clean modern bathroom., Good AC.",False
62,Food,Restaurant on site,Positive,,,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach.",True
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,,,False
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip.",True
62,Staff,Caring and helpful host.,Positive,Positive,Caring and helpful host.,True
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,False
63,Price,Exceptional value .,Positive,,,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice.",True
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,,,False
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,"We were looking for the hotel close to the airport, and it was a perfect match., The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",True
64,Room,"The room was new and clean, ",Positive,Positive,the room was new and clean,True
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,The staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,True
67,Staff,friendly staff,Positive,,,False
68,Price,"good value, ",Positive,,,False
68,Room,clean,Positive,,,False
68,Staff,Friendly,Positive,,,False
70,Facility,Peaceful and clean ,Positive,,,False
70,Room,Peaceful and clean ,Positive,,,False
70,Staff,friendly helpful staff,Positive,,,False
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,Positive,We arrived after midnight. Got very clear instructions how to get access to our room.,True
71,Location,"there is no shop or pharmacy in the area, ",Negative,,,False
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"the bus stop with direct access to the airport is a few steps from the accommodation., at the same time, Mackenzie beach is also easily accessible on foot.",True
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice.,True
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,,,False
73,Room,wonderful room.,Positive,,,False
73,Staff,Lovely staff doing best to assist always. ,Positive,,,False
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,,,False
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,,,False
74,Room,,,Negative,- although not big,False
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"- The room was very clean, well decorated and modern",True
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,,,False
75,Room,Disappointed we didn't have a balcony,Negative,,,False
76,Facility,Feels new and clean ,Positive,,,False
76,Location,perfect location nearby the beach,Positive,,,False
76,Room,Feels new and clean ,Positive,,,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,,,False
78,Room,"clean, nice room, big bathroom",Positive,,,False
78,Staff,Nice friendly staff.,Positive,,,False
79,Room,New clean setup,Positive,Positive,All good,True
79,Staff,friendly helpful staff,Positive,,,False
80,Facility,It is a new hotel. Everything was clean. ,Positive,,,False
80,Food, We had dinner. It was delicious and inexpensive.,Positive,,,False
80,Location, Mc Kenzie Beach within walking distance.,Positive,,,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,,,False
81,Location,Close to the airport ,Positive,,,False
81,Room,clean spacious rooms.,Positive,,,False
82,Location, great location,Positive,,,False
82,Room," super clean 
 modern ",Positive,,,False
82,Staff,Amazing staff ,Positive,,,False
83,Location,The location was a little bit far from the centre.,Negative,,,False
83,Room,Room was clean and comfortable.,Positive,,,False
83,Staff,Staff was very nice and friendly.,Positive,,,False
86,Food, Breakfast was excellent.,Positive,,,False
87,Food,nice restaurant.,Positive,,,False
87,Staff,Super friendly staff,Positive,,,False
88,Facility,Clean comfortable little hotel.,Positive,,,False
88,Location,Good location and easily reached from the airport.,Positive,,,False
88,Staff,Lovely friendly staff.,Positive,,,False
89,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,,,False
89,Room,,,Null,N/a,False
89,Room,"In a clean, comfortable bed within minutes of arrival.",Positive,,,False
90,Facility,parking not always easy,Negative,,,False
90,Room,very clean,Positive,,,False
91,Location,Close to Larnaca airport. ,Positive,,,False
91,Room, Very nice rooms that were very clean. ,Positive,,,False
91,Staff," helpful, friendly staff.",Positive,,,False
92,Check-in,"we did late night check in, that was super easy and comfortable",Positive,,,False
92,Room,it was a bit badly soundproofed,Negative,,,False
94,Facility,modern facility ,Positive,,,False
94,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,,,False
94,Staff,"Amazing staff,",Positive,,,False
95,Location,perfect location for the airport,Positive,,,False
95,Room,clean and quiet,Positive,,,False
96,Room,some of the towels were dirty,Negative,,,False
96,Room,the room is very comfortable.,Positive,,,False
96,Staff,"the staff is very nice,",Positive,,,False
97,Food,The food we had was excellent,Positive,,,False
97,Staff,service was excellent,Positive,,,False
98,Facility," The Hotel itself was very nice, spacious, clean and modern. ",Positive,,,False
98,Location,"because it is close to the airport. but i must admit the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars.  there is also the salt lake",Positive,,,False
98,Room,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative,,,False
99,Room,very clean,Positive,,,False
99,Staff,the staff was wonderful,Positive,,,False
100,Room,"really clean,",Positive,,,False
100,Staff,"exceptional staff, incredibly polite",Positive,,,False
101,Room,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,,,False
101,Staff,The staff were very hospitable and very helpful.,Positive,,,False
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,,,False
102,Room,Nice modern and clean rooms.,Positive,,,False
102,Staff,Very friendly staff.,Positive,,,False
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,,,False
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,,,False
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,,,False
105,Staff,The staff was super nice,Positive,,,False
106,Location,The advantage is the proximity to the airport,Positive,,,False
106,Room,very comfortable beds.,Positive,,,False
106,Staff,The hotel staff should learn better English ,Negative,,,False
107,Food,Breakfast was excellent.,Positive,,,False
107,Location,Very convenient for the airport,Positive,,,False
107,Room,Rooms large and newly redecorated in a contemporary style. Bed very comfortable,Positive,,,False
109,Facility,"Clean hotel,",Positive,,,False
109,Location,Great location for overnight stay for late flights. ,Positive,Positive,Great location for overnight stay for late flights,True
109,Room,lovely rooms with comfortable beds. ,Positive,Positive,"Clean hotel, lovely rooms with comfortable beds",True
109,Staff,Very helpful staff,Positive,Positive,Very helpful staff,True
110,Check-in,the self check in was very easy.,Positive,,,False
110,Facility,"the building is completely refurbished, it is confortable",Positive,,,False
112,Facility,recently refurbished,Positive,,,False
112,Food,"very nice restaurant, good food and service",Positive,,,False
113,Room,Very nice clean rooms,Positive,,,False
113,Staff,Staff excellent and accommodating.,Positive,,,False
114,Booking-issue,,,Positive,the staff emailed me via booking.com,False
114,Bus-issue,,,Positive,connecting buses from ayia napa to this hotel via Larnaca which we used for our early morning start from Larnaca Airport.,False
114,Facility,It didn't have a pool,Negative,,,False
114,Facility,and the hotel was immaculately clean. ,Positive,,,False
114,Location,"but it was 10 minutes from the airport by taxi, 15 by shuttle bus. There are also connecting buses from ayia napa to this hotel via Larnaca which we used for our early morning start from Larnaca Airport. McKenzie beach is close by, and the food restaurants off the opposite beach were only a ten minute walk.",Positive,Positive,"It was 10 minutes from the airport by taxi, 15 by shuttle bus., McKenzie beach is close by, and the food restaurants off the opposite beach were only a ten minute walk.",True
114,Room,Air con and fridge in rooms with a bottle of water provided. ,Positive,Positive,"Air con and fridge in rooms with a bottle of water provided., Perfect for our short stay and the hotel was immaculately clean. I was particularly impressed when the staff emailed me via booking.com and after asking me what time I was arriving (the hotel is not manned 24/7 but arrangements are made to collect your room key in the hotel if you are arriving outside of normal hours), told me which bus routes I needed to take., I really enjoyed this place. It didn't have a pool but it was 10 minutes from the airport by taxi, 15 by shuttle bus.",True
114,Shuttle-bus-issue,,,Positive,15 by shuttle bus.,False
114,Staff,"I was particularly impressed when the staff emailed me via booking.com and after asking me what time I was arriving (the hotel is not manned 24/7 but arrangements are made to collect your room key in the hotel if you are arriving outside of normal hours), told me which bus routes I needed to take.",Positive,,,False
114,Taxi-issue,,,Positive,It was 10 minutes from the airport by taxi,False
115,Location,"mackenzie beach is few minutes, airport near, best location in larnaca.",Positive,,,False
115,Staff,"Stuff in the hotel were very helpful and nice,",Positive,,,False
117,Location,"The location next to the airport is great for flights very early in the morning, because it only takes you 5 minutes to get to the airport. 
 The beach is a 10 minutes walk away",Positive,,,False
118,Food, hotel restaurant delicious! 10/10,Positive,Positive,hotel restaurant delicious! 10/10,True
118,Location,location near the airport and beach 10/10.,Positive,Positive,location near the airport and beach 10/10,True
118,Room, the room perfect! ,Positive,Positive,the room perfect!,True
118,Staff, front desk are absolutely perfect 10/10,Positive,Positive,front desk are absolutely perfect 10/10,True
120,Location,close to airport,Positive,,,False
120,Room,The room was small but adequate,Negative,,,False
120,Staff,Helpful staff ,Positive,,,False
123,Facility,Nice and simple hotel.,Positive,,,False
123,Location,The area was a little noisy when we stayed there.,Negative,,,False
123,Location,Very convenient location close to the airport. ,Positive,,,False
123,Staff,The front desk was very friendly and helpful.,Positive,,,False
124,Staff,Very friendly staff,Positive,,,False
125,Location,"close to one of the best beaches of Larnaca region, perfectly connect by public transport with Larnaca city centre,",Positive,,,False
125,Price,all that with quite reasonable price.,Positive,,,False
125,Room,"Clean as hospital, super comfy, ",Positive,,,False
125,Taxi-issue,"Taxi drivers who cooperate with hotel, both times, from airport and back, charged 2-3 EUR above the price agreed with the hotel (20 EUR). To clarify, it is not about the money, I would certainly give that money as a tip, but feeling that someone is cheating you and stilling money from you is really awkward and ugly, especially when you are alone with small child in the middle of the night and have no alternative way of transport.",Negative,,,False
126,Food,The food was very tasty,Positive,,,False
126,Location,It was a bit loud outside ,Negative,,,False
126,Room,"very nice bathroom, and the room was well equipped and also smelled very nice.",Positive,,,False
126,Staff,"staff very helpful and friendly, ",Positive,,,False
127,Room,very clean and modern,Positive,,,False
128,Location,close to the airport,Positive,,,False
128,Room,"very clean and comfortable, ",Positive,,,False
129,Location, We wanted something close to Makenzie as we had plans for the night and this place was just perfect!,Positive,,,False
129,Room," The room and bathroom were of very good size and clean!  Our bed was so comfortable! 
",Positive,,,False
129,Staff,"The guy at the reception was very kind and helpful!
",Positive,,,False
130,Facility,that your hotel allowed to stay with animals,Positive,,,False
131,Location,"The location of the hotel was a bit far from the city centre, ",Negative,,,False
131,Room,The room was very clean. ,Positive,,,False
131,Staff,The staff was very nice.,Positive,,,False
132,Food,The breakfast prepared by Richard was delicious and freshly prepared. As well there are many choices from Cyprus to English breakfast.,Positive,,,False
132,Room,"very comfortable bed,",Positive,,,False
132,Staff,"Very friendly and the most helpful host.  Impeccable service, ",Positive,,,False
133,Facility,no swimming pool,Negative,Negative,if the hotel had swimming pool it would be perfect,True
133,Price,good value for money,Positive,Positive,good value for money,True
133,Room, the room was clean & the bed were comfortable,Positive,Positive,"We took the suit has we were 2 adults & 3 kids., the room was clean & the bed were comfortable.",True
133,Staff, the lady in reception (Maria) was VERY helpful,Positive,Positive,the lady in reception (Maria) was VERY helpful,True
134,Facility,"La veranda was lovely and clean,",Positive,,,False
134,Food,great chef.,Positive,,,False
134,Location,Brilliant location for beach and bars.,Positive,,,False
134,Room,"La veranda was lovely and clean,",Positive,,,False
134,Staff,great friendly staff ,Positive,,,False
136,Facility,Disgusting on the outside ,Negative,,,False
136,Facility, but clean and beautiful on the inside,Positive,,,False
136,Price,I did not expect such a beautiful hotel for such a cheap price,Positive,,,False
137,Location,great location,Positive,Positive,great location,True
137,Room,The smell in the bathroom,Negative,,,False
137,Room,Room was clean and the bed was comfortable ,Positive,Positive,Room was clean and the bed was comfortable,True
137,Staff,Friendly staff ,Positive,Positive,Friendly staff,True
138,Room,"very clean room and bathroom,",Positive,,,False
138,Staff,"very helpful and kind personel,",Positive,,,False
139,Facility,slow elevators,Negative,,,False
139,Food,nice restaurant at the hotel with a external balcony,Positive,,,False
139,Location,the proximity to the airport,Positive,,,False
140,Check-in,"easy self check-in,",Positive,,,False
140,Food,great breakfast.,Positive,,,False
140,Location,"close to the airport,",Positive,,,False
140,Room,"Very clean, comfy bed,",Positive,,,False
144,Room,nice and clean,Positive,,,False
147,Staff,Amazing staff!,Positive,,,False
148,Location,Very close of the airport. ,Positive,,,False
148,Room,Very comfortable bed.,Positive,,,False
150,Facility,That there is no kiosk open 24 hours close to the hotel.,Negative,,,False
150,Facility,"Everything was new, beautiful and clean.",Positive,,,False
152,Check-in,We had a late check in and there was no one in the hotel to give us keys and the door was locked. ,Negative,Negative,and there was no one in the hotel to give us keys and the door was locked.,True
152,Check-in,,,Positive,We had a late check in,False
152,Location,"Close to the bars near the sea, close to the airport, ",Positive,,,False
152,Room,clean rooms.,Positive,,,False
152,Taxi-issue,,,Positive,We had to ask the taxi driver to make the call because it was cyprus number.,False
155,Facility,"A comfortable, nice and clean hotel, The facilities are wonderful, brand new and full equiped. ",Positive,Positive,"The facilities are wonderful, brand new and full equiped.",True
155,Food,We really enjoyed the dinner in the restaurant. Everything was freshmade and prepare by the cheff... ,Positive,Positive,We really enjoyed the dinner in the restaurant. Everything was freshmade and prepare by the cheff...,True
155,Location,near the airport.,Positive,Positive,near the airport,True
155,Price,Excellent value for money,Positive,Positive,Excellent value for money,True
155,Room,nice shower and bed. ,Positive,Positive,"It was exactly what we were looking for. A comfortable, nice and clean hotel",True
157,Location,"7 minutes walking to the beach, ",Positive,,,False
157,Room,"modern new rooms, very clean.",Positive,,,False
159,Location, and great location as it is close to the airport.,Positive,,,False
159,Room,"Clean rooms, ",Positive,,,False
159,Staff,very friendly staff,Positive,,,False
160,Facility,The perfect hotel.,Positive,,,False
162,Facility,This hotel was amazing.,Positive,,,False
162,Food,and the breakfast was really delicious.,Positive,,,False
162,Staff, Exceptional friendly stuff ,Positive,,,False
163,Check-in,Easy late night check in,Positive,,,False
164,Facility,"This is a really well run, family establishment",Positive,,,False
164,Staff,All the staff were so accommodating and friendly.,Positive,,,False
165,Room,"Clean, modern, ",Positive,,,False
165,Staff,friendly staff,Positive,,,False
166,Room,,,Null,noting,False
166,Room,very clean and homely,Positive,,,False
170,Food,"The food was excellent. Richard, the chef prepared the fish, which was the best that I ever tasted.",Positive,,,False
173,Room,IMMACULATELY CLEAN!!! The bedding and floors were SOO CLEAN. how clean it was and the bed and linens were soo comfy and everything smelled good,Positive,,,False
173,Staff,The staff so friendly and kind and helpful!!!,Positive,,,False
174,Room,,,Positive,"all good, all good",False
176,Room,The room was spacious enough for two people and it was very clean.,Positive,,,False
177,Location,It’s close to the beach and the airport. ,Positive,,,False
177,Staff,The staff was nice and helpful. Extremely agile to respond.,Positive,,,False
178,Room,Relaxing and comfortable.,Positive,,,False
179,Location,"Close to local restaurants and beach.
 Quiet.",Positive,,,False
179,Room,Better TV channel selection would have been good for evening.,Negative,,,False
179,Room, Very clean.,Positive,,,False
180,Food,delicious breakfast (great freshly made croissants),Positive,,,False
180,Room,AC was a bit loud and the people in the next hotel were also loud to be heard from our room,Negative,,,False
180,Room,"Sparkling clean, comfy bed,",Positive,,,False
180,Staff," friendly staff,",Positive,,,False
181,Room,big clean rooms,Positive,,,False
181,Staff,"warm welcoming, great staff.",Positive,,,False
182,Location,"Closure to the Airport
 ",Positive,,,False
182,Staff,Hospitality,Positive,,,False
183,Facility,"very clean hotel, ",Positive,,,False
183,Food, and the food is terrific.,Positive,,,False
183,Location,Very close to the beach,Positive,,,False
183,Staff,the Team is very friendly,Positive,,,False
186,Staff,Very friendly staff.,Positive,,,False
190,Check-in,We had a very late (1am) self check-in self check-in which worked very well.,Positive,,,False
190,Facility,A very modern and contemporary hotel. ,Positive,,,False
190,Food,Excellent breakfast. ,Positive,,,False
190,Location,Conveniently located. ,Positive,,,False
190,Room,"Our room was rather small and lacked a balcony, ",Negative,,,False
191,Location, and beside the airport,Positive,,,False
191,Room,Very clean,Positive,,,False
192,Room, and cleanliness.,Positive,,,False
192,Staff,staff was amazing. ,Positive,,,False
193,Location, Excellent location for beach and airport transfer.,Positive,,,False
193,Room,Room clean and spacious. ,Positive,,,False
193,Staff,Staff very helpful.,Positive,,,False
196,Booking-issue,When we were booking the room there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,Negative,,,False
196,Room,The mattresses were hard.,Negative,,,False
197,Location,"Perfect if you want to stay close to the airport.
 Mackenzy beach with restaurants is not that far away.",Positive,,,False
