ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
11,Food,Oh yeah the food is great to and very reasonable prices ..,Positive,Positive,"Oh yeah the food is great to and very reasonable prices .., Oh yeah the food is great to and very reasonable prices .., Oh yeah the food is great to and very reasonable prices ..",True
11,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,Positive,,,False
11,Price,,,Positive,"very reasonable prices .., very reasonable prices .., very reasonable prices ..",False
11,Room,The rooms are spacious and clean great to stay .. I even got an upgrade,Positive,Positive,"spacious and clean great to stay, I even got an upgrade which is always so nice., spacious and clean great to stay, I even got an upgrade which is always so nice., spacious and clean great to stay, I even got an upgrade which is always so nice.",True
11,Staff,"The staff here are amazing beyond expectations..*****
 Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
 Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",Positive,Positive,"Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏, Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😁, Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏, Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😁, Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏, Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😁",True
12,Food,The breakfast was lovely with room service too.,Positive,Positive,Breakfast was lovely with room service too.,True
12,Room,,,Negative,Couldn't stay longer,False
12,Room,Very clean and comfortable.,Positive,Positive,Very clean and comfortable,True
12,Staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,Positive,Positive,The staff were exceptional. So helpful and friendly. Went out of their way for us.,True
13,Location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",Positive,,,False
13,Room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",Positive,,,False
13,Staff,"The staff are so welcoming, we felt like staying with family.",Positive,,,False
14,Facility,,,Positive,There are some restaurants and bars next to the beach just 10min of walking distance from the hotel,False
14,Location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,Positive,Positive,The hotel is close to the airport,True
14,Room,You can hear the airplanes coming and leaving from the airport all the time,Negative,,,False
14,Staff,The receptionist didn't speak English properly,Negative,,,False
15,Check-in,,,Positive,test,False
15,Facility,,,Negative,test,False
15,Food,,,Negative,test,False
15,Location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,Negative,,,False
15,Location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",Positive,Positive,"could have a stroll along the nearby beach, reasonably close to the Airport for an early morning flight, test, could have a stroll along the nearby beach, reasonably close to the Airport for an early morning flight, could have a stroll along the nearby beach, reasonably close to the Airport for an early morning flight",True
15,Price,,,Positive,test,False
15,Room,,,Null,Null,False
15,Staff,The staff make it ,Positive,Positive,"particularly reception and the dining room, particularly reception and the dining room, particularly reception and the dining room",True
16,Check-in,,,Positive,test,False
16,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,Positive,"tasty, made with care, olive oil galore, herbs- absolutely delicious!",True
16,Location,,,Positive,test,False
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,Positive,"spacious, clean, window view",True
17,Check-in,,,Positive,test,False
17,Facility,,,Negative,test,False
17,Food,,,Negative,test,False
17,Location,,,Positive,"test, test",False
17,Price,,,Positive,test,False
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,"The room had a balcony with great view of the sea and surrounding area, test",True
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,owner and staff were exceptionally friendly and supportive and helped with all our wishes,True
19,Check-in,,,Positive,test,False
19,Facility,,,Negative,test,False
19,Food,,,Negative,test,False
19,Location,Close to airport,Positive,Positive,Close to airport,True
19,Price,,,Positive,test,False
19,Room,,,Positive,test,False
20,Room,clean,Positive,,,False
20,Staff,friendly stuff,Positive,,,False
22,Facility,,,Negative,"The shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower, The shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower, The shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower",False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,Negative,"Ordered pizza one night and was not great, too stodgy, Ordered pizza one night and was not great, too stodgy, Ordered pizza one night and was not great, too stodgy",True
22,Food,The restaurant area is nice ,Positive,,,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,Negative,lots of room for me to put my things... although might have needed another set of drawers if there were two of us.,True
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,Positive,"perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean., Bed was really comfortable, Fridge could have been put on beforehand so it was cold, Fridge could have been put on beforehand so it was cold, Fridge could have been put on beforehand so it was cold",True
22,Staff,the staff very accomodating.,Positive,Positive,"The staff were very accommodating, The staff were very accommodating, The staff were very accommodating",True
23,Room,the beds were very comfortable,Positive,Positive,beds were very comfortable,True
24,Room,I loved the mattress!!!,Positive,Positive,loved the mattress!!,True
25,Check-in,,,Positive,test,False
25,Room,Clean and quiet,Positive,Positive,"clean, quiet",True
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,Positive,"There is a great restaurant inside where the food is good and not to pricey, There is a great restaurant inside where the food is good and not to pricey, There is a great restaurant inside where the food is good and not to pricey",True
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,Positive,"The hotel is 5 minutes from the beach and the location is also near the lake, The hotel is 5 minutes from the beach and the location is also near the lake, The hotel is 5 minutes from the beach and the location is also near the lake",True
26,Price,,,Positive,"2 weeks time, The food is good and not to pricey, The food is good and not to pricey, The food is good and not to pricey",False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,Positive,"re booked the hotel, The rooms are a good size and are laid out very well with a good size bathroom, The room also has a great sized balcony to take a tea/coffee and chill, The rooms are a good size and are laid out very well with a good size bathroom, The room also has a great sized balcony to take a tea/coffee and chill, The rooms are a good size and are laid out very well with a good size bathroom, The room also has a great sized balcony to take a tea/coffee and chill",True
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,Positive,"The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing, The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing, The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing",True
27,Booking-issue,,,Null,,False
27,Check-in,,,Null,,False
27,Check-out,,,Null,,False
27,Facility,,,Null,,False
27,Food,,,Null,,False
27,Location,,,Null,,False
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,Positive,perfect for overnight stay before flying from Larnaca Airport,True
27,Price,,,Null,,False
27,Room,,,Null,,False
27,Room,"so comfortable, clean",Positive,Positive,so comfortable,True
27,Staff,,,Null,,False
27,Staff,friendly staff,Positive,Positive,friendly staff,True
27,Taxi-issue,,,Null,,False
28,Check-in,,,Positive,test,False
28,Facility,,,Positive,test,False
28,Food,,,Positive,test,False
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,True
28,Price,,,Positive,test,False
28,Room,,,Positive,test,False
28,Staff,Staff is very polite and caring. ,Positive,Positive,Staff is very polite and caring. Thank you,True
30,Booking-issue,,,Null,Null,False
30,Check-in,,,Null,Null,False
30,Check-out,,,Null,Null,False
30,Facility,,,Null,Null,False
30,Food,,,Null,Null,False
30,Location,,,Null,Null,False
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,"Great location for restaurants, Great location for a short drive to the airport",True
30,Price,,,Null,Null,False
30,Room,,,Null,Null,False
30,Room,The room was spotless.,Positive,Positive,The room was spotless,True
30,Staff,,,Null,Null,False
30,Staff,Staff were lovely. Service was great.,Positive,Positive,Staff were lovely,True
30,Taxi-issue,,,Null,Null,False
31,Check-in,,,Positive,All good,False
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,Positive,excellent & reasonably priced,True
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,Positive,Great restaurant beneath the hotel - very close to Mackenzy beach & Larnaca airport,True
31,Price,,,Positive,reasonably priced,False
31,Room,"Clean, comfortable,",Positive,Positive,"Clean, All good",True
31,Staff,friendly staff.,Positive,Positive,friendly staff,True
32,Booking-issue,,,Null,,False
32,Check-in,,,Null,,False
32,Check-out,,,Null,,False
32,Facility,,,Null,,False
32,Food,,,Null,,False
32,Location,,,Null,,False
32,Price,,,Null,,False
32,Room,,,Null,,False
32,Room,The bed was great. Rooms clean. ,Positive,Positive,The bed was great. Rooms clean,True
32,Staff,,,Null,,False
32,Staff,Staff were so kind.,Positive,Positive,Staff were so kind,True
32,Taxi-issue,,,Null,,False
34,Facility,,,Positive,more hooks on walls for towels etc.,False
34,Location,,,Positive,"location, location, location",False
34,Price,value for money ,Positive,Positive,"value for money, value for money, value for money",True
34,Room,more hooks on walls for towels etc.,Negative,,,False
34,Room,,,Positive,"welcoming, more hooks on walls for towels etc., welcoming, welcoming",False
34,Staff,welcoming ,Positive,,,False
35,Facility,,,Negative,couldn't manage to have a proper shower with hot water,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,Negative,There was a problem with heating water,True
36,Check-in,,,Null,Nothing,False
36,Check-in,,,Positive,"very good and explained the information very clearly to us, receptionist on check in, very good and explained the information very clearly to us, receptionist on check in, very good and explained the information very clearly to us, receptionist on check in",False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,Negative,Not showing opening times.,True
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,"chef was very polite, and his food was excellent, chef was very polite, and his food was excellent, chef was very polite, and his food was excellent",True
36,Location,"we were surprised at the location in a small side street,",Negative,Negative,"location in a small side street, location in a small side street, location in a small side street",True
36,Location,,,Null,Nothing,False
36,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,"only a 10-minute walk to the sea front, only a 10-minute walk to the sea front, only a 10-minute walk to the sea front",True
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,Negative,"smaller than I expected, smaller than I expected, smaller than I expected",True
36,Room,,,Null,Nothing,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,"acceptable, acceptable, acceptable",True
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,Positive,"very good, receptionist on check in was very good and explained the information very clearly to us, very good, receptionist on check in was very good and explained the information very clearly to us, very good, receptionist on check in was very good and explained the information very clearly to us",True
38,Check-in,,,Positive,nice and cool,False
38,Room,great rooms - nice and cool,Positive,Positive,great,True
39,Check-in,,,Positive,test,False
39,Room,It was really clean and spacious,Positive,Positive,really clean and spacious,True
40,Check-in,,,Null,Null,False
40,Facility,,,Negative,No facility for privacy during shower.,False
40,Facility,,,Null,Null,False
40,Food,,,Null,Null,False
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",True
40,Price,,,Null,Null,False
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"No net curtain or blind, need to close curtains during shower. Opposite apartments with clear view.",True
40,Room,,,Null,Null,False
41,Food,,,Negative,"The kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",False
41,Food,very nice breakfast.,Positive,,,False
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 lins away from the airport by car, 5 mins walk to the beach, test",True
41,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,True
41,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff,True
42,Check-in,,,Positive,"easy and quick check-in process, test",False
42,Facility,,,Negative,"some facilities were outdated, test",False
42,Food,,,Negative,"breakfast was disappointing, test",False
42,Location,,,Positive,"centrally located, clean",False
42,Price,,,Positive,"reasonable prices for the services offered, test",False
42,Room,clean,Positive,Positive,"clean and comfortable rooms, clean",True
42,Staff,"hospitality, ",Positive,Positive,friendly and helpful staff,True
43,Room,clean spacious practical,Positive,,,False
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,Positive,"Restaurant was a surprise hit: good food, very reasonably priced",True
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,,,False
45,Location,The beach is about 5 minutes walk away.,Positive,Positive,The beach is about 5 minutes walk away,True
45,Price,,,Positive,very reasonably priced,False
45,Room,"Recently updated, everything was me and clean.",Positive,Positive,"Recently updated, everything was me and clean",True
46,Check-in,,,Positive,test,False
46,Food,,,Positive,value for money,False
46,Price,Great value for money,Positive,Positive,test,True
46,Room,,,Positive,Great,False
47,Price,Good value for money.,Positive,Positive,Good value for money,True
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,very helpful staff,True
47,Taxi-issue,,,Positive,organised a taxi to collect us in the morning,False
48,Check-in,,,Positive,smooth,False
48,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable,True
48,Staff,lovely owner,Positive,Positive,lovely owner,True
49,Check-in,,,Positive,test,False
49,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,True
49,Price,Great value for money.,Positive,Positive,Great value for money.,True
49,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,Great location close to the airport and a short walk to the sea. Great value for money. The 2 rooms were big enough for a family of 5.,True
50,Check-in,,,Negative,Not very,False
50,Check-in,,,Positive,test,False
50,Location,Great little hotel close to airport,Positive,Positive,close to airport,True
50,Price,,,Positive,Great,False
50,Room,Not very Soundproof,Negative,Negative,Not very,True
50,Room,,,Null,Soundproof,False
50,Room,,,Positive,little hotel,False
52,Booking-issue,,,Null,Null,False
52,Check-in,,,Null,Null,False
52,Check-in,,,Positive,test,False
52,Check-out,,,Null,Null,False
52,Facility,,,Negative,test,False
52,Facility,,,Null,Null,False
52,Food,,,Negative,test,False
52,Food,,,Null,Null,False
52,Location,,,Null,Null,False
52,Location,,,Positive,good,False
52,Price,,,Null,Null,False
52,Price,,,Positive,test,False
52,Room,,,Null,Null,False
52,Room,,,Positive,Everything,False
52,Staff,,,Null,Null,False
52,Taxi-issue,,,Null,Null,False
53,Check-in,,,Positive,test,False
53,Facility,"nice, renovated hotel",Positive,,,False
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,True
53,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,"nice, renovated hotel, close to the airport and Mackenzie Beach",True
53,Room,comfortable bed,Positive,Positive,comfortable bed,True
54,Room,Very nice and clean room.,Positive,Positive,Very nice and clean,True
55,Booking-issue,,,Null,Null,False
55,Check-in,,,Positive,test,False
55,Check-out,,,Null,Null,False
55,Facility,,,Null,Null,False
55,Food,,,Null,Null,False
55,Location,,,Negative,A lot of mosquitos,False
55,Location,Good for airport transfers,Positive,Positive,test,True
55,Price,,,Positive,test,False
55,Room,A lot of mosquitos,Negative,,,False
55,Room,,,Null,Null,False
55,Staff,,,Null,Null,False
55,Taxi-issue,,,Positive,Good,False
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,breakfast started at 8 instead of 7,True
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"situated within 5 minutes from the airport, near the airport, situated within 5 minutes from the airport, situated within 5 minutes from the airport",True
56,Room,beds are extremely comfortable ,Positive,Positive,"extremely comfortable, for one nights stay, extremely comfortable, extremely comfortable",True
56,Staff,amazing hospitality from the staff.,Positive,Positive,"amazing hospitality, amazing hospitality, amazing hospitality",True
57,Check-in,,,Positive,They ordered a taxi for us to get to the airport very early in the morning,False
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from",True
57,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable",True
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful,True
57,Taxi-issue,,,Positive,They ordered a taxi for us to get to the airport,False
58,Facility,,,Negative,The room wasn't soundproof,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,False
58,Location,"Close to the airport, ",Positive,Positive,Close to the airport,True
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes,True
58,Staff,the staff were nice and helpful.,Positive,Positive,The staff were nice and helpful,True
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,"if you arrive late at night, test",True
59,Facility,,,Negative,test,False
59,Food,,,Negative,test,False
59,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,"very convenient for overnight stay, test",True
59,Price,,,Positive,test,False
59,Room,,,Positive,"Close to airport, test",False
60,Check-in,clear instructions left access to our room made easy ,Positive,,,False
60,Room,,,Positive,"arrived in the early hours, clear instructions left, access to our room made easy",False
61,Check-in,,,Positive,no issues,False
61,Food,Excellent range of food offered,Positive,Positive,excellent range of food offered,True
61,Room,,,Positive,no issues,False
61,Staff,good service.,Positive,Positive,good service,True
62,Check-in,,,Positive,"We liked, We liked, We liked",False
62,Facility,,,Positive,"Restaurant on site, Restaurant on site, Restaurant on site",False
62,Food,Restaurant on site,Positive,,,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach., Comfortable location near the airport, and near the beach., Comfortable location near the airport, and near the beach.",True
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,"folding bed could have been better, folding bed could have been better, folding bed could have been better",True
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip., Clean modern bathroom., Good AC., In room mini bar+ tea/ coffee, La Veranda, La Veranda, Comfortable beds, the best linen and duvets I had in my entire 10 day trip., Clean modern bathroom., Good AC., In room mini bar+ tea/ coffee, La Veranda, Comfortable beds, the best linen and duvets I had in my entire 10 day trip., Clean modern bathroom., Good AC., In room mini bar+ tea/ coffee",True
62,Staff,Caring and helpful host.,Positive,Positive,"Caring and helpful host., Caring and helpful host., Caring and helpful host.",True
63,Check-in,,,Positive,test,False
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,False
63,Location,,,Negative,unusual,False
63,Price,Exceptional value .,Positive,Positive,test,True
63,Room,,,Positive,cannot find a single negative point,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice",True
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,really close to the airport,True
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus),True
64,Room,,,Negative,hotel is really close to the airport,False
64,Room,"The room was new and clean, ",Positive,Positive,The room was new and clean,True
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,The staff reached out in advance and provided us with the detailed instructions,True
67,Booking-issue,,,Null,"Null, Null",False
67,Check-in,,,Null,Null,False
67,Check-in,,,Positive,test,False
67,Check-out,,,Null,"Null, Null",False
67,Facility,,,Null,"Null, Null",False
67,Food,,,Null,"Null, Null",False
67,Location,,,Null,"Null, Null",False
67,Price,,,Null,"Null, Null",False
67,Room,,,Null,"Null, Null",False
67,Staff,,,Null,Null,False
67,Staff,friendly staff,Positive,Positive,friendly,True
67,Taxi-issue,,,Null,"Null, Null",False
68,Check-in,,,Positive,friendly,False
68,Facility,,,Negative,clean,False
68,Food,,,Negative,clean,False
68,Location,,,Positive,good value,False
68,Price,"good value, ",Positive,Positive,"friendly, good value",True
68,Room,clean,Positive,Positive,Friendly,True
68,Staff,Friendly,Positive,,,False
70,Booking-issue,,,Null,Null,False
70,Check-in,,,Null,Null,False
70,Check-in,,,Positive,test,False
70,Check-out,,,Null,Null,False
70,Facility,,,Null,Null,False
70,Facility,Peaceful and clean ,Positive,,,False
70,Food,,,Null,Null,False
70,Location,,,Null,Null,False
70,Price,,,Null,Null,False
70,Room,,,Null,Null,False
70,Room,Peaceful and clean ,Positive,Positive,"Peaceful, clean",True
70,Staff,,,Null,Null,False
70,Staff,friendly helpful staff,Positive,Positive,friendly helpful,True
70,Taxi-issue,,,Null,Null,False
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,,,False
71,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,no shop or pharmacy in the area,True
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"the bus stop with direct access to the airport is a few steps from the accommodation. at the same time, Mackenzie beach is also easily accessible on foot, the bus stop with direct access to the airport is a few steps from the accommodation. at the same time, Mackenzie beach is also easily accessible on foot, the bus stop with direct access to the airport is a few steps from the accommodation. at the same time, Mackenzie beach is also easily accessible on foot",True
71,Room,,,Positive,"Got very clear instructions how to get access to our room, extremely satisfied, Got very clear instructions how to get access to our room, Got very clear instructions how to get access to our room",False
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,"The staff of the hotel is extremely friendly and nice, The staff of the hotel is extremely friendly and nice, The staff of the hotel is extremely friendly and nice",True
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,Positive,Received clear instructions,True
72,Room,,,Positive,Received clear instructions for entering hotel and accessing room,False
73,Room,wonderful room.,Positive,Positive,lovely staff doing best to assist always. wonderful room,True
73,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always,True
74,Check-in,,,Positive,test,False
74,Facility,,,Negative,test,False
74,Food,,,Negative,test,False
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,delicious food,True
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"test, based on a quiet place near to the airport, beach and the Salt Lake in the city, lots of parking places around",True
74,Price,,,Positive,test,False
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"test, very clean and cozy rooms, comfortable beds",True
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,extremely friendly and nice,True
75,Facility,,,Negative,No balcony,False
75,Room,Disappointed we didn't have a balcony,Negative,Negative,No balcony,True
76,Facility,Feels new and clean ,Positive,,,False
76,Location,perfect location nearby the beach,Positive,Positive,nearby the beach 🏖,True
76,Room,Feels new and clean ,Positive,Positive,Feels new and clean,True
77,Check-in,,,Positive,"stay longer, All went amazing!",False
77,Room,,,Positive,love,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist.,True
78,Booking-issue,,,Null,Null,False
78,Check-in,,,Null,Null,False
78,Check-out,,,Null,Null,False
78,Facility,,,Null,Null,False
78,Food,,,Null,Null,False
78,Location,,,Null,Null,False
78,Price,,,Null,Null,False
78,Room,,,Null,Null,False
78,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room, big bathroom",True
78,Staff,,,Null,Null,False
78,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff,True
78,Taxi-issue,,,Null,Null,False
79,Check-in,,,Positive,"All good, New, clean",False
79,Room,New clean setup,Positive,Positive,"All good, New, clean",True
79,Staff,friendly helpful staff,Positive,Positive,friendly helpful,True
80,Facility,It is a new hotel. Everything was clean. ,Positive,,,False
80,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,"It was delicious and inexpensive, It was delicious and inexpensive, It was delicious and inexpensive",True
80,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,"Mc Kenzie Beach within walking distance, Mc Kenzie Beach within walking distance, Mc Kenzie Beach within walking distance",True
80,Price,,,Positive,"inexpensive, inexpensive, inexpensive",False
80,Room,,,Positive,"Everything was clean, Everything was clean, Everything was clean",False
81,Check-in,,,Positive,test,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,Negative,No 24 hour reception,True
81,Location,Close to the airport ,Positive,Positive,"Close to the airport, test",True
81,Price,,,Positive,test,False
81,Room,,,Negative,No 24 hour reception,False
81,Room,clean spacious rooms.,Positive,Positive,"Close to the airport, clean spacious rooms",True
82,Location, great location,Positive,Positive,"super clean, modern, great location, super clean, modern, great location, super clean, modern, great location",True
