ID,FullPrompt,Topics,Text,NegPos
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Staff,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Location,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Food,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Price,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Facility,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Check-in,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Check-out,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Taxi-issue,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Booking-issue,,
7,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: great",Off,,
8,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: nice location, lovely personal, renovated,",Staff,lovely personal,Positive
8,"System: Please output the following [text] according to the [constraints] in the [output format].
 [constraints]* The output should only be in the [output format], and you must classify which part of the text corresponds to which Topic in the [Topics]. Additionally, determine whether each classified element is Positive or Negative. If there is no corresponding element, put Null for both `text` and `label`. No extra characters like newline, `json`, or backticks outside the [output format]. If there are multiple elements for the same Topic, number them. If they have the same label, group them together.* 
 [Topics] Room, Staff, Location, Food, Price, Facility, Check-in, Check-out, Taxi-issue, Booking-issue, Off 

 [output format] {""Topics"":[{""Room"":[{""text"": ""test"",""label"": ""Positive""}],""Staff"":[{""text"": null,""label"": null}],""Location"":[{""text"": ""test"",""label"": ""Positive""}],""Food"":[{""text"": ""test"",""label"": ""Negative""}],""Price"":[{""text"": ""test"",""label"": ""Positive""}],""Facility"":[{""text"": ""test"",""label"": ""Negative""}],""Check-in"":[{""text"": ""test"",""label"": ""Positive""}],""Check-out"":[{""text"": null,""label"": null}],""Taxi-issue"":[{""text"": null,""label"": null}],""Booking-issue"":[{""text"": null,""label"": null}],""Off"":[{""text"": null,""label"": null}]}]}

User: nice location, lovely personal, renovated,",Location,nice location,Positive
