ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall
671,1,2,0.5,1,1,1.0
676,1,5,0.2,1,1,1.0
679,1,3,0.3333333333333333,1,1,1.0
684,0,3,0.0,0,1,0.0
690,1,3,0.3333333333333333,1,1,1.0
694,2,7,0.2857142857142857,2,2,1.0
698,1,3,0.3333333333333333,1,1,1.0
702,0,3,0.0,0,1,0.0
707,1,3,0.3333333333333333,1,1,1.0
711,1,3,0.3333333333333333,1,1,1.0
716,1,3,0.3333333333333333,1,1,1.0
718,1,4,0.25,1,1,1.0
723,1,2,0.5,1,1,1.0
