ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Cosine_Similarity,IsCorrect
16,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,Positive,"spacious, clean, window view",0.6225313632251283,False
17,Check-in,,,Positive,test,0.0,False
17,Facility,,,Negative,test,0.0,False
17,Food,,,Negative,test,0.0,False
17,Location,,,Positive,"test, test",0.0,False
17,Price,,,Positive,test,0.0,False
17,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,Positive,"The room had a balcony with great view of the sea and surrounding area, test",0.9311500141616363,True
17,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,Positive,owner and staff were exceptionally friendly and supportive and helped with all our wishes,0.9928769591658306,True
19,Check-in,,,Positive,test,0.0,False
19,Facility,,,Negative,test,0.0,False
19,Food,,,Negative,test,0.0,False
19,Location,Close to airport,Positive,Positive,Close to airport,1.0000000000000002,True
19,Price,,,Positive,test,0.0,False
19,Room,,,Positive,test,0.0,False
20,Room,clean,Positive,,,0.0,False
20,Staff,friendly stuff,Positive,,,0.0,False
22,Facility,,,Negative,"The shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower",0.0,False
22,Food,"Ordered pizza one night and was not great, too stodgy",Negative,Negative,"Ordered pizza one night and was not great, too stodgy",1.0000000000000002,True
22,Food,The restaurant area is nice ,Positive,,,0.0,False
22,Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,Negative,lots of room for me to put my things... although might have needed another set of drawers if there were two of us.,0.6704180785518101,False
22,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,Positive,"perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean., Bed was really comfortable, Fridge could have been put on beforehand so it was cold",0.7466156550785296,True
22,Staff,the staff very accomodating.,Positive,Positive,The staff were very accommodating,0.2913910810446614,False
23,Room,the beds were very comfortable,Positive,Positive,beds were very comfortable,0.9625171419219201,True
24,Room,I loved the mattress!!!,Positive,Positive,loved the mattress!!,0.9168085023521702,True
25,Check-in,,,Positive,test,0.0,False
25,Room,Clean and quiet,Positive,Positive,"clean, quiet",0.9212602947599667,True
26,Food,There is a great restaurant inside where the food is good and not to pricey. ,Positive,Positive,There is a great restaurant inside where the food is good and not to pricey,1.0000000000000002,True
26,Location,The hotel is 5 minutes from the beach and the location is also near the lake.,Positive,Positive,The hotel is 5 minutes from the beach and the location is also near the lake,1.0000000000000002,True
26,Price,,,Positive,"2 weeks time, The food is good and not to pricey",0.0,False
26,Room,"The rooms are a good size and are laid out very well with a good size bathroom
 The room also has a great sized balcony to take a tea/coffee and 
 chill",Positive,Positive,"re booked the hotel, The rooms are a good size and are laid out very well with a good size bathroom, The room also has a great sized balcony to take a tea/coffee and chill",0.9520252092115538,True
26,Staff,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing ,Positive,Positive,The staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing,1.0000000000000002,True
27,Location,perfect for overnight stay before flying from Larnaca Airport.,Positive,Positive,perfect for overnight stay before flying from Larnaca Airport,1.0,True
27,Room,"so comfortable, clean",Positive,Positive,so comfortable,0.8923550392524348,True
27,Staff,friendly staff,Positive,Positive,friendly staff,1.0,True
28,Check-in,,,Positive,test,0.0,False
28,Facility,,,Positive,test,0.0,False
28,Food,,,Positive,test,0.0,False
28,Location,Surrounding buildings are under construction and poorly lit.,Negative,Negative,Surrounding buildings are under construction and poorly lit.,1.0,True
28,Price,,,Positive,test,0.0,False
28,Room,,,Positive,test,0.0,False
28,Staff,Staff is very polite and caring. ,Positive,Positive,Staff is very polite and caring. Thank you,0.8037110705311996,True
30,Booking-issue,,,Null,Null,0.0,False
30,Check-in,,,Null,Null,0.0,False
30,Check-out,,,Null,Null,0.0,False
30,Facility,,,Null,Null,0.0,False
30,Food,,,Null,Null,0.0,False
30,Location,,,Null,Null,0.0,False
30,Location,Great location for restaurants. Great location for a short drive to the airport.,Positive,Positive,"Great location for restaurants, Great location for a short drive to the airport",1.0,True
30,Price,,,Null,Null,0.0,False
30,Room,,,Null,Null,0.0,False
30,Room,The room was spotless.,Positive,Positive,The room was spotless,1.0000000000000002,True
30,Staff,,,Null,Null,0.0,False
30,Staff,Staff were lovely. Service was great.,Positive,Positive,Staff were lovely,0.7382398126125852,True
30,Taxi-issue,,,Null,Null,0.0,False
31,Check-in,,,Positive,All good,0.0,False
31,Food,Great restaurant beneath the hotel - food excellent & reasonably priced. ,Positive,Positive,excellent & reasonably priced,0.6390384266043627,False
31,Location,Very close to Mackenzy beach & Larnaca airport.,Positive,Positive,Great restaurant beneath the hotel - very close to Mackenzy beach & Larnaca airport,0.7369073167306407,True
31,Price,,,Positive,reasonably priced,0.0,False
31,Room,"Clean, comfortable,",Positive,Positive,"Clean, All good",0.27563437386738143,False
31,Staff,friendly staff.,Positive,Positive,friendly staff,1.0,True
32,Room,The bed was great. Rooms clean. ,Positive,Positive,The bed was great. Rooms clean,1.0,True
32,Staff,Staff were so kind.,Positive,Positive,Staff were so kind,1.0000000000000002,True
34,Facility,,,Positive,more hooks on walls for towels etc.,0.0,False
34,Location,,,Positive,location,0.0,False
34,Price,value for money ,Positive,Positive,value for money,1.0000000000000002,True
34,Room,more hooks on walls for towels etc.,Negative,,,0.0,False
34,Room,,,Positive,"welcoming, more hooks on walls for towels etc.",0.0,False
34,Staff,welcoming ,Positive,,,0.0,False
35,Facility,,,Negative,couldn't manage to have a proper shower with hot water,0.0,False
35,Room,"There was a problem with heating water at that time and we can understand, but eventually we couldn't manage to have a proper shower with hot water.",Negative,Negative,There was a problem with heating water,0.5854262756497769,False
36,Check-in,,,Null,Nothing,0.0,False
36,Check-in,,,Positive,"very good and explained the information very clearly to us, receptionist on check in",0.0,False
36,Food,We may have missed it but there was no opening and closing times of the bar on display.,Negative,Negative,Not showing opening times.,0.31254902060152984,False
36,Food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",Positive,Positive,"chef was very polite, and his food was excellent",0.7062386901459164,True
36,Location,"we were surprised at the location in a small side street,",Negative,Negative,location in a small side street,0.7419910076917765,True
36,Location,,,Null,Nothing,0.0,False
36,Location,but it was only a 10-minute walk to the sea front.,Positive,Positive,only a 10-minute walk to the sea front,0.898596007176235,True
36,Room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,Negative,Negative,smaller than I expected,0.4917494628288832,False
36,Room,,,Null,Nothing,0.0,False
36,Room,"I had no problem as they were very clean, and the bed was really comfortable.",Positive,Positive,acceptable,0.0,False
36,Staff,The receptionist on check in was very good and explained the information very clearly to us.,Positive,Positive,"very good, receptionist on check in was very good and explained the information very clearly to us",0.967606460815027,True
38,Check-in,,,Positive,nice and cool,0.0,False
38,Room,great rooms - nice and cool,Positive,Positive,great,0.40358716466965305,False
39,Check-in,,,Positive,test,0.0,False
39,Room,It was really clean and spacious,Positive,Positive,really clean and spacious,0.8476372242229999,True
40,Check-in,,,Null,Null,0.0,False
40,Facility,,,Negative,No facility for privacy during shower.,0.0,False
40,Facility,,,Null,Null,0.0,False
40,Food,,,Null,Null,0.0,False
40,Location,"Nice location, not far from Airport and Mackenzie beach.",Positive,Positive,"Nice location, not far from Airport and Mackenzie beach.",1.0,True
40,Price,,,Null,Null,0.0,False
40,Room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",Negative,Negative,"No net curtain or blind, need to close curtains during shower. Opposite apartments with clear view.",0.36164286006104,False
40,Room,,,Null,Null,0.0,False
41,Food,,,Negative,"The kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",0.0,False
41,Food,very nice breakfast.,Positive,,,0.0,False
41,Location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",Negative,,,0.0,False
41,Location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach. ",Positive,Positive,"A good location 5 lins away from the airport by car, 5 mins walk to the beach, test",0.9865394269535047,True
41,Room,"Clean modern rooms, ",Positive,Positive,Clean modern rooms,1.0000000000000002,True
41,Staff,Super friendly and helpful staff.,Positive,Positive,Super friendly and helpful staff,1.0,True
42,Check-in,,,Positive,"easy and quick check-in process, test",0.0,False
42,Facility,,,Negative,"some facilities were outdated, test",0.0,False
42,Food,,,Negative,"breakfast was disappointing, test",0.0,False
42,Location,,,Positive,"centrally located, clean",0.0,False
42,Price,,,Positive,"reasonable prices for the services offered, test",0.0,False
42,Room,clean,Positive,Positive,"clean and comfortable rooms, clean",0.7048588412569051,True
42,Staff,"hospitality, ",Positive,Positive,friendly and helpful staff,0.0,False
43,Room,clean spacious practical,Positive,,,0.0,False
45,Food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",Positive,Positive,"Restaurant was a surprise hit: good food, very reasonably priced",0.638721537646276,False
45,Location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,Negative,,,0.0,False
45,Location,The beach is about 5 minutes walk away.,Positive,Positive,The beach is about 5 minutes walk away,1.0000000000000002,True
45,Price,,,Positive,very reasonably priced,0.0,False
45,Room,"Recently updated, everything was me and clean.",Positive,Positive,"Recently updated, everything was me and clean",1.0,True
46,Check-in,,,Positive,test,0.0,False
46,Food,,,Positive,value for money,0.0,False
46,Price,Great value for money,Positive,Positive,test,0.0,False
46,Room,,,Positive,Great,0.0,False
47,Price,Good value for money.,Positive,Positive,Good value for money,1.0000000000000002,True
47,Staff,very helpful staff who organised a taxi to collect us in the morning.,Positive,Positive,very helpful staff,0.3561026772798848,False
47,Taxi-issue,,,Positive,organised a taxi to collect us in the morning,0.0,False
48,Check-in,,,Positive,smooth,0.0,False
48,Room,Clean and comfortable rooms,Positive,Positive,Clean and comfortable,0.7998126270717191,True
48,Staff,lovely owner,Positive,Positive,lovely owner,1.0000000000000002,True
49,Check-in,,,Positive,test,0.0,False
49,Location,Great location close to the airport and a short walk to the sea.,Positive,Positive,Great location close to the airport and a short walk to the sea.,1.0000000000000002,True
49,Price,Great value for money.,Positive,Positive,Great value for money.,1.0000000000000004,True
49,Room,The 2 rooms were big enough for a family of 5.,Positive,Positive,Great location close to the airport and a short walk to the sea. Great value for money. The 2 rooms were big enough for a family of 5.,0.6955558419282346,False
50,Check-in,,,Negative,Not very,0.0,False
50,Check-in,,,Positive,test,0.0,False
50,Location,Great little hotel close to airport,Positive,Positive,close to airport,0.6071703353896153,False
50,Price,,,Positive,Great,0.0,False
50,Room,Not very Soundproof,Negative,Negative,Not very,0.5904305245259525,False
50,Room,,,Null,Soundproof,0.0,False
50,Room,,,Positive,little hotel,0.0,False
52,Booking-issue,,,Null,Null,0.0,False
52,Check-in,,,Null,Null,0.0,False
52,Check-in,,,Positive,test,0.0,False
52,Check-out,,,Null,Null,0.0,False
52,Facility,,,Negative,test,0.0,False
52,Facility,,,Null,Null,0.0,False
52,Food,,,Negative,test,0.0,False
52,Food,,,Null,Null,0.0,False
52,Location,,,Null,Null,0.0,False
52,Location,,,Positive,good,0.0,False
52,Price,,,Null,Null,0.0,False
52,Price,,,Positive,test,0.0,False
52,Room,,,Null,Null,0.0,False
52,Room,,,Positive,Everything,0.0,False
52,Staff,,,Null,Null,0.0,False
52,Taxi-issue,,,Null,Null,0.0,False
53,Check-in,,,Positive,test,0.0,False
53,Facility,"nice, renovated hotel",Positive,,,0.0,False
53,Food,"delicious breakfasts in the hotel restaurant,",Positive,Positive,delicious breakfasts in the hotel restaurant,1.0,True
53,Location,"close to the airport and Mackenzie Beach,",Positive,Positive,"nice, renovated hotel, close to the airport and Mackenzie Beach",0.7807463717651085,True
53,Room,comfortable bed,Positive,Positive,comfortable bed,1.0000000000000002,True
54,Room,Very nice and clean room.,Positive,Positive,Very nice and clean,0.8644576917121352,True
55,Booking-issue,,,Null,Null,0.0,False
55,Check-in,,,Positive,test,0.0,False
55,Check-out,,,Null,Null,0.0,False
55,Facility,,,Null,Null,0.0,False
55,Food,,,Null,Null,0.0,False
55,Location,,,Negative,A lot of mosquitos,0.0,False
55,Location,Good for airport transfers,Positive,Positive,test,0.0,False
55,Price,,,Positive,test,0.0,False
55,Room,A lot of mosquitos,Negative,,,0.0,False
55,Room,,,Null,Null,0.0,False
55,Staff,,,Null,Null,0.0,False
55,Taxi-issue,,,Positive,Good,0.0,False
56,Food,it would’ve been great if breakfast started at 7 rather than 8. ,Negative,Negative,breakfast started at 8 instead of 7,0.5535700020295844,False
56,Location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",Positive,Positive,"situated within 5 minutes from the airport, near the airport",0.487908897046612,False
56,Room,beds are extremely comfortable ,Positive,Positive,"extremely comfortable, for one nights stay",0.36850754960631926,False
56,Staff,amazing hospitality from the staff.,Positive,Positive,amazing hospitality,0.8183013931579459,True
57,Check-in,,,Positive,They ordered a taxi for us to get to the airport very early in the morning,0.0,False
57,Location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",Positive,Positive,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from",1.0,True
57,Room,"Very clean, very comfortable room.",Positive,Positive,"Very clean, very comfortable",0.9040259985257041,True
57,Staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. ,Positive,Positive,Staff was extremely helpful,0.4124009609068391,False
57,Taxi-issue,,,Positive,They ordered a taxi for us to get to the airport,0.0,False
58,Facility,,,Negative,The room wasn't soundproof,0.0,False
58,Location,The room wasn't soundproof so you can hear the planes.,Negative,,,0.0,False
58,Location,"Close to the airport, ",Positive,Positive,Close to the airport,1.0000000000000002,True
58,Room,The room wasn't soundproof so you can hear the planes.,Negative,Negative,The room wasn't soundproof so you can hear the planes,1.0,True
58,Staff,the staff were nice and helpful.,Positive,Positive,The staff were nice and helpful,1.0000000000000002,True
59,Check-in,Also very easy to check-in if you arrive late at night,Positive,Positive,"if you arrive late at night, test",0.7476414879985093,True
59,Facility,,,Negative,test,0.0,False
59,Food,,,Negative,test,0.0,False
59,Location,Close to airport so very convenient for overnight stay.,Positive,Positive,"very convenient for overnight stay, test",0.7786913556324322,True
59,Price,,,Positive,test,0.0,False
59,Room,,,Positive,"Close to airport, test",0.0,False
60,Check-in,clear instructions left access to our room made easy ,Positive,,,0.0,False
60,Room,,,Positive,"arrived in the early hours, clear instructions left, access to our room made easy",0.0,False
61,Check-in,,,Positive,no issues,0.0,False
61,Food,Excellent range of food offered,Positive,Positive,excellent range of food offered,1.0,True
61,Room,,,Positive,no issues,0.0,False
61,Staff,good service.,Positive,Positive,good service,1.0000000000000002,True
62,Check-in,,,Positive,We liked,0.0,False
62,Facility,,,Positive,Restaurant on site,0.0,False
62,Food,Restaurant on site,Positive,,,0.0,False
62,Location,"Comfortable location near the airport, and near the beach.",Positive,Positive,"Comfortable location near the airport, and near the beach.",1.0,True
62,Room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",Negative,Negative,folding bed could have been better,0.5731710455261654,False
62,Room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
 In room mini bar+ tea/ coffee. Clean modern bathroom.
 Good AC.",Positive,Positive,"Comfortable beds, the best linen and duvets I had in my entire 10 day trip., Clean modern bathroom., Good AC., In room mini bar+ tea/ coffee, La Veranda",0.9521314018772262,True
62,Staff,Caring and helpful host.,Positive,Positive,Caring and helpful host.,1.0000000000000002,True
63,Check-in,,,Positive,test,0.0,False
63,Facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",Positive,,,0.0,False
63,Location,,,Negative,unusual,0.0,False
63,Price,Exceptional value .,Positive,Positive,test,0.0,False
63,Room,,,Positive,cannot find a single negative point,0.0,False
64,Food,"Even though the kitchen was closing, they made us a pizza which was really nice. ",Positive,Positive,"Even though the kitchen was closing, they made us a pizza which was really nice",1.0000000000000002,True
64,Location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport, ",Negative,Negative,really close to the airport,0.3439575318886514,False
64,Location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",Positive,Positive,The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus),0.8452116586348536,True
64,Room,,,Negative,hotel is really close to the airport,0.0,False
64,Room,"The room was new and clean, ",Positive,Positive,The room was new and clean,1.0000000000000002,True
64,Staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,Positive,Positive,The staff reached out in advance and provided us with the detailed instructions,0.7723161834957434,True
67,Booking-issue,,,Null,"Null, Null",0.0,False
67,Check-in,,,Null,Null,0.0,False
67,Check-in,,,Positive,test,0.0,False
67,Check-out,,,Null,"Null, Null",0.0,False
67,Facility,,,Null,"Null, Null",0.0,False
67,Food,,,Null,"Null, Null",0.0,False
67,Location,,,Null,"Null, Null",0.0,False
67,Price,,,Null,"Null, Null",0.0,False
67,Room,,,Null,"Null, Null",0.0,False
67,Staff,,,Null,Null,0.0,False
67,Staff,friendly staff,Positive,Positive,friendly,0.7416926999630277,True
67,Taxi-issue,,,Null,"Null, Null",0.0,False
68,Check-in,,,Positive,friendly,0.0,False
68,Facility,,,Negative,clean,0.0,False
68,Food,,,Negative,clean,0.0,False
68,Location,,,Positive,good value,0.0,False
68,Price,"good value, ",Positive,Positive,"friendly, good value",0.8751429483261135,True
68,Room,clean,Positive,Positive,Friendly,0.0,False
68,Staff,Friendly,Positive,,,0.0,False
70,Booking-issue,,,Null,Null,0.0,False
70,Check-in,,,Null,Null,0.0,False
70,Check-in,,,Positive,test,0.0,False
70,Check-out,,,Null,Null,0.0,False
70,Facility,,,Null,Null,0.0,False
70,Facility,Peaceful and clean ,Positive,,,0.0,False
70,Food,,,Null,Null,0.0,False
70,Location,,,Null,Null,0.0,False
70,Price,,,Null,Null,0.0,False
70,Room,,,Null,Null,0.0,False
70,Room,Peaceful and clean ,Positive,Positive,"Peaceful, clean",0.9517185115366357,True
70,Staff,,,Null,Null,0.0,False
70,Staff,friendly helpful staff,Positive,Positive,friendly helpful,0.8570459942982112,True
70,Taxi-issue,,,Null,Null,0.0,False
71,Check-in,Got very clear instructions how to get access to our room. ,Positive,,,0.0,False
71,Location,"there is no shop or pharmacy in the area, ",Negative,Negative,no shop or pharmacy in the area,0.930439555406905,True
71,Location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",Positive,Positive,"the bus stop with direct access to the airport is a few steps from the accommodation. at the same time, Mackenzie beach is also easily accessible on foot",0.9109101998470602,True
71,Room,,,Positive,"Got very clear instructions how to get access to our room, extremely satisfied",0.0,False
71,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,The staff of the hotel is extremely friendly and nice,1.0,True
72,Check-in,I received very clear instructions how to enter the hotel and access my room.,Positive,Positive,Received clear instructions,0.5923354320218198,False
72,Room,,,Positive,Received clear instructions for entering hotel and accessing room,0.0,False
73,Room,wonderful room.,Positive,Positive,lovely staff doing best to assist always. wonderful room,0.4040073956696811,False
73,Staff,Lovely staff doing best to assist always. ,Positive,Positive,Lovely staff doing best to assist always,1.0,True
74,Check-in,,,Positive,test,0.0,False
74,Facility,,,Negative,test,0.0,False
74,Food,,,Negative,test,0.0,False
74,Food,"Furthermore, there is a restaurant in the hotel with delicious food. ",Positive,Positive,delicious food,0.46189836855522065,False
74,Location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",Positive,Positive,"test, based on a quiet place near to the airport, beach and the Salt Lake in the city, lots of parking places around",0.8204534458725521,True
74,Price,,,Positive,test,0.0,False
74,Room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",Positive,Positive,"test, very clean and cozy rooms, comfortable beds",0.6361985748024733,False
74,Staff,The staff of the hotel is extremely friendly and nice.,Positive,Positive,extremely friendly and nice,0.6819492758735365,False
75,Facility,,,Negative,No balcony,0.0,False
75,Room,Disappointed we didn't have a balcony,Negative,Negative,No balcony,0.2697866299849653,False
76,Facility,Feels new and clean ,Positive,,,0.0,False
76,Location,perfect location nearby the beach,Positive,Positive,nearby the beach 🏖,0.7613044895492481,True
76,Room,Feels new and clean ,Positive,Positive,Feels new and clean,1.0,True
77,Check-in,,,Positive,"stay longer, All went amazing!",0.0,False
77,Room,,,Positive,love,0.0,False
77,Staff,The staff is very VERY helpful and eager to assist,Positive,Positive,The staff is very VERY helpful and eager to assist.,1.0000000000000004,True
78,Booking-issue,,,Null,Null,0.0,False
78,Check-in,,,Null,Null,0.0,False
78,Check-out,,,Null,Null,0.0,False
78,Facility,,,Null,Null,0.0,False
78,Food,,,Null,Null,0.0,False
78,Location,,,Null,Null,0.0,False
78,Price,,,Null,Null,0.0,False
78,Room,,,Null,Null,0.0,False
78,Room,"clean, nice room, big bathroom",Positive,Positive,"clean, nice room, big bathroom",1.0000000000000002,True
78,Staff,,,Null,Null,0.0,False
78,Staff,Nice friendly staff.,Positive,Positive,Nice friendly staff,1.0,True
78,Taxi-issue,,,Null,Null,0.0,False
79,Check-in,,,Positive,"All good, New, clean",0.0,False
79,Room,New clean setup,Positive,Positive,"All good, New, clean",0.3968055728071239,False
79,Staff,friendly helpful staff,Positive,Positive,friendly helpful,0.8570459942982112,True
80,Facility,It is a new hotel. Everything was clean. ,Positive,,,0.0,False
80,Food, We had dinner. It was delicious and inexpensive.,Positive,Positive,It was delicious and inexpensive,0.7571227785110937,True
80,Location, Mc Kenzie Beach within walking distance.,Positive,Positive,Mc Kenzie Beach within walking distance,1.0000000000000002,True
80,Price,,,Positive,inexpensive,0.0,False
80,Room,,,Positive,Everything was clean,0.0,False
81,Check-in,,,Positive,test,0.0,False
81,Facility,No 24 hour reception so not easy to access entry at odd hours.,Negative,Negative,No 24 hour reception,0.5725451529076601,False
81,Location,Close to the airport ,Positive,Positive,"Close to the airport, test",0.8790637123844146,True
81,Price,,,Positive,test,0.0,False
81,Room,,,Negative,No 24 hour reception,0.0,False
